计划出库日期,销售订单,送货站点名称,最早收货时间,最晚收货时间,经度,纬度,方量,线路名称,配送顺序,预计送达时间,预计离开时间,距离,行驶时间,线路单边里程,线路时间(单边),线路方量,最晚离仓时间,车型
2025-06-30,OM25062900002546,陆军军医大学三食堂-冒菜,2025-06-30 06:30:00,2025-06-30 06:50:00,106.458697,29.540749,0.0,V107线,3,2025-06-30 06:44:00,2025-06-30 07:04:00,1.196,3.5,,,,,大型面包车
2025-06-30,OW25062900000106,丽苑大酒店-员工餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V107线,4,2025-06-30 07:30:00,2025-06-30 08:05:00,5.897,10.5,,,,,大型面包车
2025-06-30,OM25062900003757,重庆曾家岩大桥建设管理有限公司_干副,2025-06-30 08:00:00,2025-06-30 08:30:00,106.555505,29.571809,0.0,V107线,5,2025-06-30 08:20:00,2025-06-30 08:40:00,11.406,15.4,,,,,大型面包车
2025-06-30,OW25062900001185,渝北区交巡警-两路大队,2025-06-30 05:30:00,2025-06-30 06:00:00,106.63687,29.726257,0.0,V108线,1,2025-06-30 05:30:00,2025-06-30 05:45:00,34.134,34.3,57.364,104.3,1385.884,2025-06-30 04:56:00,大型面包车
2025-06-30,OM25062900003859,上海浦东发展银行股份有限公司重庆分行,2025-06-30 06:20:00,2025-06-30 06:30:00,106.517299,29.622034,0.0,V108线,2,2025-06-30 06:20:00,2025-06-30 06:40:00,23.23,30.8,,,,,大型面包车
2025-06-30,OM25062900005144,中铁建生态环境有限公司-员工餐,2025-06-30 06:20:00,2025-06-30 06:40:00,106.402117,29.80278,0.0,V109线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,18.553,14.7,27.061,105.8,798.744,2025-06-30 06:05:00,大型面包车
2025-06-30,OM25062700006660,西南大学-南区幼儿,2025-06-30 06:30:00,2025-06-30 07:00:00,106.424981,29.816815,0.0,V109线,2,2025-06-30 06:47:00,2025-06-30 07:07:00,3.435,7.0,,,,,大型面包车
2025-06-30,OM25062700007722,西南大学-北区老师,2025-06-30 07:00:00,2025-06-30 07:30:00,106.437744,29.834768,0.0,V109线,3,2025-06-30 07:13:00,2025-06-30 07:33:00,2.708,5.6,,,,,大型面包车
2025-06-30,OM25062700000640,重庆市北碚区照明灯饰管理处,2025-06-30 07:30:00,2025-06-30 08:00:00,106.423114,29.838559,0.0,V109线,4,2025-06-30 07:36:00,2025-06-30 07:51:00,2.365,3.5,,,,,大型面包车
2025-06-30,OM25062900003110,翰林幼儿园老师,2025-06-30 06:00:00,2025-06-30 07:00:00,106.550555,29.610524,0.0,V110线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,25.969,23.8,63.77,148.8,902.19,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062700004711,中信银行股份有限公司重庆渝中支行（日配）,2025-06-30 06:20:00,2025-06-30 06:40:00,106.580104,29.560173,0.0,V110线,2,2025-06-30 06:36:00,2025-06-30 06:56:00,8.896,16.1,,,,,大型面包车
2025-06-30,OM25062700005693,耐德-界石,2025-06-30 07:45:00,2025-06-30 08:10:00,106.626114,29.398649,0.0,V110线,3,2025-06-30 07:45:00,2025-06-30 08:05:00,28.905,37.8,,,,,大型面包车
2025-06-30,OM25062700005388,回兴路食堂,2025-06-30 05:50:00,2025-06-30 06:10:00,106.6134,29.688502,0.0,V111线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.58,36.4,56.03,246.4,609.76,2025-06-30 05:14:00,大型面包车
2025-06-30,OM25062900002055,重庆市渝北区道路运输事务中心工会委员会,2025-06-30 06:00:00,2025-06-30 06:20:00,106.619487,29.698856,0.0,V111线,2,2025-06-30 06:16:00,2025-06-30 06:36:00,1.824,6.3,,,,,大型面包车
2025-06-30,OM25062900003513,重庆市地震局（ZX）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.544414,29.595358,0.0,V111线,3,2025-06-30 07:06:00,2025-06-30 07:26:00,19.772,30.1,,,,,大型面包车
2025-06-30,OM25062700001639,重庆输油气,2025-06-30 09:00:00,2025-06-30 09:30:00,106.549654,29.612006,0.0,V111线,4,2025-06-30 09:00:00,2025-06-30 09:20:00,3.854,7.7,,,,,大型面包车
2025-06-30,OM25062700001673,重庆志阳电气有限公司,2025-06-30 06:35:00,2025-06-30 06:45:00,106.645588,29.765431,0.0,V112线,1,2025-06-30 06:35:00,2025-06-30 06:55:00,44.707,30.8,91.428,205.8,516.315,2025-06-30 06:04:00,大型面包车
2025-06-30,OM25062900004232,重庆两江新区金山名都天宝乐幼儿园1-教师,2025-06-30 07:00:00,2025-06-30 07:30:00,106.57072,29.656111,0.0,V112线,2,2025-06-30 07:20:00,2025-06-30 07:40:00,26.835,25.2,,,,,大型面包车
2025-06-30,OM25062800001557,复兴法庭,2025-06-30 09:10:00,2025-06-30 09:30:00,106.560036,29.793809,0.0,V112线,3,2025-06-30 09:10:00,2025-06-30 09:30:00,19.886,18.9,,,,,大型面包车
2025-06-30,OM25062900001452,重庆同兴医疗废物处理有限公司,2025-06-30 05:00:00,2025-06-30 05:30:00,106.440827,29.677463,0.0,V113线,1,2025-06-30 05:00:00,2025-06-30 05:20:00,10.808,12.6,36.498,188.3,814.998,2025-06-30 04:47:00,大型面包车
2025-06-30,OM25062900002201,虎溪校区外训,2025-06-30 05:30:00,2025-06-30 06:00:00,106.328098,29.605942,0.0,V113线,2,2025-06-30 05:40:00,2025-06-30 06:00:00,21.388,20.3,,,,,大型面包车
2025-06-30,OM25062900005096,勤务学院三食堂,2025-06-30 06:30:00,2025-06-30 07:00:00,106.324651,29.635466,0.0,V113线,3,2025-06-30 06:30:00,2025-06-30 07:20:00,4.301,7.0,,,,,大型面包车
2025-06-30,OM25062900003602,外训学员,2025-06-30 07:00:00,2025-06-30 07:30:00,106.324651,29.635466,0.0,V113线,4,2025-06-30 07:21:00,2025-06-30 07:56:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062700007669,浙商银行股份有限公司重庆分行,2025-06-30 06:00:00,2025-06-30 06:30:00,106.496322,29.619746,0.0,V114线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,19.396,20.3,32.931,125.3,1968.304,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062700003857,重庆横河川仪有限公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.43982,29.667897,0.0,V114线,2,2025-06-30 07:10:00,2025-06-30 07:45:00,13.535,17.5,,,,,大型面包车
2025-06-30,OM25062900004502,重庆凯源石油天然气有限责任公司巴南分公司,2025-06-30 05:30:00,2025-06-30 06:00:00,106.527229,29.467279,0.0,V115线,1,2025-06-30 05:30:00,2025-06-30 06:10:00,41.523,30.8,50.242,122.7,772.06,2025-06-30 04:59:00,大型面包车
2025-06-30,OM25062700004921,重庆三峰卡万塔环境产业有限公司三,2025-06-30 06:10:00,2025-06-30 06:30:00,106.494448,29.454464,0.0,V115线,2,2025-06-30 06:22:00,2025-06-30 07:02:00,8.719,11.9,,,,,大型面包车
2025-06-30,OM25062700000717,重庆市渝北区人民政府大竹林街道办事处,2025-06-30 05:40:00,2025-06-30 06:00:00,106.483385,29.629215,0.0,V116线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,16.005,14.7,38.443,144.5,824.274,2025-06-30 05:25:00,大型面包车
2025-06-30,OM25062800000554,重庆市渝北区北城书画艺术学校,2025-06-30 06:00:00,2025-06-30 06:30:00,106.51144,29.595375,0.0,V116线,2,2025-06-30 06:15:00,2025-06-30 06:35:00,9.796,15.4,,,,,大型面包车
2025-06-30,OM25062900002438,重庆市食品药品检验检测研究院-红案,2025-06-30 06:50:00,2025-06-30 07:00:00,106.521924,29.624062,0.0,V116线,3,2025-06-30 06:50:00,2025-06-30 07:10:00,6.154,9.1,,,,,大型面包车
2025-06-30,OM25062900004256,烤匠光环购物中心,2025-06-30 07:00:00,2025-06-30 07:30:00,106.53562,29.656515,0.0,V116线,4,2025-06-30 07:20:00,2025-06-30 07:50:00,6.488,9.8,,,,,大型面包车
2025-06-30,OM25062700003851,沙坪坝区公园管理中心-沙坪公园,2025-06-30 06:10:00,2025-06-30 06:30:00,106.478925,29.554136,0.0,V117线,1,2025-06-30 06:10:00,2025-06-30 06:30:00,28.121,24.5,40.285,143.7,921.309,2025-06-30 05:46:00,大型面包车
2025-06-30,OM25062900000937,中国人民解放军海军装备部驻广州地区军事代表局驻重庆地区第一军事代表室,2025-06-30 06:40:00,2025-06-30 06:50:00,106.522804,29.540642,0.0,V117线,2,2025-06-30 06:44:00,2025-06-30 07:04:00,9.473,14.0,,,,,大型面包车
2025-06-30,OM25062700007600,聘用教师食材,2025-06-30 07:20:00,2025-06-30 07:40:00,106.524603,29.541083,0.0,V117线,3,2025-06-30 07:20:00,2025-06-30 07:40:00,1.482,2.8,,,,,大型面包车
2025-06-30,OM25062900004275,烤匠时代天街,2025-06-30 07:40:00,2025-06-30 08:00:00,106.517705,29.543923,0.0,V117线,4,2025-06-30 07:44:00,2025-06-30 08:09:00,1.209,4.2,,,,,大型面包车
2025-06-30,OM25062700005495,重庆市人口和计划生育科学技术研究院附属医院,2025-06-30 05:55:00,2025-06-30 06:15:00,106.537811,29.590335,0.0,V118线,1,2025-06-30 05:55:00,2025-06-30 06:15:00,26.129,22.4,63.852,130.7,71.175,2025-06-30 05:33:00,大型面包车
2025-06-30,OM25062900005454,保税港港欣1号餐厅,2025-06-30 06:10:00,2025-06-30 06:30:00,106.60369,29.632117,0.0,V118线,2,2025-06-30 06:29:00,2025-06-30 06:49:00,12.101,14.0,,,,,大型面包车
2025-06-30,OM25062900003086,厦门银行股份有限公司重庆分行,2025-06-30 06:25:00,2025-06-30 07:30:00,106.575313,29.577264,0.0,V118线,3,2025-06-30 07:23:00,2025-06-30 07:43:00,25.622,34.3,,,,,大型面包车
2025-06-30,OM25062700007689,浙商银行股份有限公司重庆分行,2025-06-30 06:00:00,2025-06-30 06:30:00,106.496322,29.619746,0.0,V119线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,19.396,20.3,69.802,205.3,908.335,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062800004147,重庆市巴南区理想城幼儿园,2025-06-30 06:40:00,2025-06-30 07:00:00,106.528709,29.434222,0.0,V119线,2,2025-06-30 06:52:00,2025-06-30 07:12:00,36.324,32.2,,,,,大型面包车
2025-06-30,OM25062900005311,烤匠万象城-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.524528,29.522457,0.0,V119线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,14.082,17.5,,,,,大型面包车
2025-06-30,OM25062900002264,中铁建生态环境有限公司-早餐,2025-06-30 06:20:00,2025-06-30 06:40:00,106.402117,29.80278,0.0,V120线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,18.553,14.7,59.255,141.9,329.591,2025-06-30 06:05:00,大型面包车
2025-06-30,OM25062700007794,重庆市北碚区住房和城乡建设委员会,2025-06-30 06:20:00,2025-06-30 07:00:00,106.412223,29.811194,0.0,V120线,2,2025-06-30 06:45:00,2025-06-30 07:35:00,2.06,4.9,,,,,大型面包车
2025-06-30,OM25062900005331,烤匠万象城,2025-06-30 08:00:00,2025-06-30 08:20:00,106.524528,29.522457,0.0,V120线,3,2025-06-30 08:02:00,2025-06-30 08:27:00,38.642,27.3,,,,,大型面包车
2025-06-30,OM25062900002642,重庆复旦中学附属幼儿园贰园-教师肉类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,0.0,V121线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,34.823,34.3,56.425,219.3,908.292,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900005845,重庆市会展服务中心,2025-06-30 06:30:00,2025-06-30 06:35:00,106.533919,29.58656,0.0,V121线,2,2025-06-30 06:35:00,2025-06-30 06:55:00,7.928,14.7,,,,,大型面包车
2025-06-30,OM25062900004929,烤匠万象城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.524528,29.522457,0.0,V121线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,13.674,16.1,,,,,大型面包车
2025-06-30,OM25062900001003,金沙幼儿园-学生,2025-06-30 06:00:00,2025-06-30 06:20:00,106.486467,29.56205,0.0,V122线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,26.01,22.4,46.187,109.7,615.199,2025-06-30 05:38:00,大型面包车
2025-06-30,OM25062700007065,中电建重庆勘测设计研究院有限公司,2025-06-30 06:10:00,2025-06-30 06:40:00,106.516845,29.616736,0.0,V122线,2,2025-06-30 06:34:00,2025-06-30 06:54:00,9.666,14.0,,,,,大型面包车
2025-06-30,OM25062900002956,中信银行--观音桥支行（日配）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.526012,29.571562,0.0,V122线,3,2025-06-30 07:07:00,2025-06-30 07:27:00,10.511,13.3,,,,,大型面包车
2025-06-30,OM25062700006694,西南医院幼儿园,2025-06-30 05:30:00,2025-06-30 06:00:00,106.453589,29.540679,0.0,V123线,1,2025-06-30 05:30:00,2025-06-30 06:20:00,27.258,21.7,49.812,188.8,907.579,2025-06-30 05:08:00,大型面包车
2025-06-30,OM25062900001936,金融街重庆裕隆实业有限公司,2025-06-30 06:40:00,2025-06-30 06:50:00,106.454312,29.585594,0.0,V123线,2,2025-06-30 06:40:00,2025-06-30 07:10:00,11.394,20.3,,,,,大型面包车
2025-06-30,OM25062900004472,烹饪教研室,2025-06-30 07:10:00,2025-06-30 07:30:00,106.504022,29.541437,0.0,V123线,3,2025-06-30 07:27:00,2025-06-30 08:17:00,11.16,16.8,,,,,大型面包车
2025-06-30,OM25062900005036,中国船级社重庆分社,2025-06-30 05:20:00,2025-06-30 05:40:00,106.508776,29.624766,0.0,V124线,1,2025-06-30 05:20:00,2025-06-30 05:40:00,23.239,23.8,77.111,283.8,1153.633,2025-06-30 04:56:00,大型面包车
2025-06-30,OM25062700006627,浙商银行股份有限公司重庆分行,2025-06-30 06:00:00,2025-06-30 06:30:00,106.496322,29.619746,0.0,V124线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,6.95,13.3,,,,,大型面包车
2025-06-30,OM25062900003771,重庆凯源石油天然气有限责任公司北部分公司,2025-06-30 06:30:00,2025-06-30 06:40:00,106.523304,29.599892,0.0,V124线,3,2025-06-30 06:30:00,2025-06-30 06:50:00,4.774,9.1,,,,,大型面包车
2025-06-30,OM25062900004069,考试中心（西南基地水果）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V124线,4,2025-06-30 07:07:00,2025-06-30 07:27:00,20.719,16.8,,,,,大型面包车
2025-06-30,OM25062900005140,考试中心（西南基地冻货）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V124线,5,2025-06-30 07:28:00,2025-06-30 07:48:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062900005745,中国十九冶集团有限公司重庆分公司,2025-06-30 08:20:00,2025-06-30 08:40:00,106.508318,29.615037,0.0,V124线,6,2025-06-30 08:20:00,2025-06-30 09:40:00,21.428,15.4,,,,,大型面包车
2025-06-30,OM25062700002657,青木关第一幼儿园-教师餐,2025-06-30 06:30:00,2025-06-30 07:00:00,106.311379,29.681187,0.0,V125线,1,2025-06-30 06:30:00,2025-06-30 07:00:00,14.809,14.7,51.028,169.7,332.014,2025-06-30 06:15:00,大型面包车
2025-06-30,OM25062700003827,重庆横河川仪有限公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.43982,29.667897,0.0,V125线,2,2025-06-30 07:20:00,2025-06-30 07:55:00,19.677,20.3,,,,,大型面包车
2025-06-30,OM25062900004928,烤匠龙湖源著,2025-06-30 08:40:00,2025-06-30 09:00:00,106.49598,29.60528,0.0,V125线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,16.542,16.8,,,,,大型面包车
2025-06-30,OW25062600001195,重庆市渝中区锦程小金星幼儿园-老师,2025-06-30 05:40:00,2025-06-30 06:00:00,106.51192,29.545792,0.0,V126线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,29.438,26.6,52.997,121.6,314.883,2025-06-30 05:13:00,大型面包车
2025-06-30,OM25062900003159,中信银行股份有限公司重庆大渡口支行（日配）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.48727,29.48285,0.0,V126线,2,2025-06-30 06:15:00,2025-06-30 06:35:00,9.454,15.4,,,,,大型面包车
2025-06-30,OM25062800005153,重庆市巴南区理想城幼儿园,2025-06-30 06:40:00,2025-06-30 07:00:00,106.528709,29.434222,0.0,V126线,3,2025-06-30 06:55:00,2025-06-30 07:15:00,14.105,19.6,,,,,大型面包车
2025-06-30,OM25062800005892,重庆市九龙坡区金凤镇人民政府,2025-06-30 05:50:00,2025-06-30 06:10:00,106.324981,29.525253,0.0,V127线,1,2025-06-30 05:50:00,2025-06-30 06:40:00,27.447,21.0,35.186,100.1,1027.743,2025-06-30 05:29:00,大型面包车
2025-06-30,OM25062900003160,重庆市九龙坡区含谷镇人民政府,2025-06-30 06:45:00,2025-06-30 07:10:00,106.384147,29.523009,0.0,V127线,2,2025-06-30 06:49:00,2025-06-30 07:09:00,7.739,9.1,,,,,大型面包车
2025-06-30,OM25062900003398,重庆市九龙坡区人民政府石坪桥街道办事处,2025-06-30 05:30:00,2025-06-30 05:45:00,106.517023,29.508059,0.0,V128线,1,2025-06-30 05:30:00,2025-06-30 05:50:00,38.939,32.2,59.804,153.3,958.112,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900002909,重庆市九龙坡区市场监督管理局,2025-06-30 06:00:00,2025-06-30 06:20:00,106.519389,29.511181,0.0,V128线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,4.248,9.8,,,,,大型面包车
2025-06-30,OM25062700001729,重庆市九龙坡区数字化城市管理中心,2025-06-30 06:35:00,2025-06-30 06:40:00,106.532099,29.51222,0.0,V128线,3,2025-06-30 06:35:00,2025-06-30 06:55:00,3.481,7.0,,,,,大型面包车
2025-06-30,OM25062900004376,重庆市化工研究院有限公司,2025-06-30 07:00:00,2025-06-30 07:31:00,106.481643,29.584444,0.0,V128线,4,2025-06-30 07:11:00,2025-06-30 07:31:00,13.136,16.1,,,,,大型面包车
2025-06-30,OM25062900001946,重庆市渝中区机关事务服务中心（奶）,2025-06-30 05:50:00,2025-06-30 06:10:00,106.575354,29.558923,0.0,V129线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,34.558,32.9,41.696,99.0,793.612,2025-06-30 05:17:00,大型面包车
2025-06-30,OM25062900005573,重庆中国三峡博物馆-大礼堂,2025-06-30 06:10:00,2025-06-30 06:30:00,106.556882,29.568347,0.0,V129线,2,2025-06-30 06:26:00,2025-06-30 06:56:00,7.138,16.1,,,,,大型面包车
2025-06-30,OM25062700006547,渝中区红岩幼儿园-老师,2025-06-30 06:00:00,2025-06-30 06:20:00,106.590121,29.568028,0.0,V130线,1,2025-06-30 06:00:00,2025-06-30 06:35:00,35.134,37.1,66.857,125.0,142.163,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062900000465,二号线白居寺车辆段,2025-06-30 06:50:00,2025-06-30 07:30:00,106.441199,29.397201,0.0,V130线,2,2025-06-30 07:08:00,2025-06-30 07:28:00,31.723,32.9,,,,,大型面包车
2025-06-30,OM25062900002647,重庆复旦中学附属幼儿园贰园-教师油盐辅料,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,0.0,V131线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,34.823,34.3,77.872,214.3,488.863,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900003025,中铁二十局集团房地产开发有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.656399,29.503125,0.0,V131线,2,2025-06-30 06:44:00,2025-06-30 07:04:00,16.5,24.5,,,,,大型面包车
2025-06-30,OM25062900005339,烤匠巴南万达广场店,2025-06-30 08:30:00,2025-06-30 09:00:00,106.551076,29.405264,0.0,V131线,3,2025-06-30 08:30:00,2025-06-30 09:00:00,26.549,21.7,,,,,大型面包车
2025-06-30,OM25062700006632,重庆市巴南区土地整治储备中心,2025-06-30 06:30:00,2025-06-30 06:40:00,106.54746,29.415515,0.0,V132线,1,2025-06-30 06:30:00,2025-06-30 06:50:00,44.533,31.5,70.582,206.5,353.832,2025-06-30 05:58:00,大型面包车
2025-06-30,OW25062900000090,丽苑大酒店-西餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V132线,2,2025-06-30 07:30:00,2025-06-30 08:05:00,25.636,21.0,,,,,大型面包车
2025-06-30,OM25062900005846,烤匠金沙天街-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.465319,29.560707,0.0,V132线,3,2025-06-30 08:40:00,2025-06-30 09:25:00,0.413,1.4,,,,,大型面包车
2025-06-30,OM25062900004012,铁山坪一楼食堂-面食类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.682204,29.624552,0.0,V133线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,41.261,29.4,70.6,269.4,1530.897,2025-06-30 05:31:00,大型面包车
2025-06-30,OM25062900004894,十一中队,2025-06-30 06:40:00,2025-06-30 07:00:00,106.631277,29.685932,0.0,V133线,2,2025-06-30 06:40:00,2025-06-30 07:00:00,14.915,18.9,,,,,大型面包车
2025-06-30,OM25062700007031,重庆顺泰铁塔制造有限公司-干副,2025-06-30 08:40:00,2025-06-30 09:00:00,106.641637,29.612773,0.0,V133线,3,2025-06-30 08:40:00,2025-06-30 10:00:00,14.424,16.8,,,,,大型面包车
2025-06-30,OM25062900006008,重庆颐天康养产业发展有限公司,2025-06-30 05:50:00,2025-06-30 06:10:00,106.556505,29.562989,0.0,V134线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.484,27.3,34.616,107.3,38.281,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062900000791,重庆金融街融迈置业有限公司,2025-06-30 06:50:00,2025-06-30 07:00:00,106.563338,29.583119,0.0,V134线,2,2025-06-30 06:50:00,2025-06-30 07:10:00,4.132,7.7,,,,,大型面包车
2025-06-30,OM25062800005133,重庆两江新区中医院,2025-06-30 05:30:00,2025-06-30 05:50:00,106.484789,29.62849,0.0,V135线,1,2025-06-30 05:30:00,2025-06-30 06:20:00,16.092,14.7,58.358,175.3,2584.637,2025-06-30 05:15:00,大型面包车
2025-06-30,OM25062700002693,中建五局第三建设有限公司重庆分公司,2025-06-30 06:30:00,2025-06-30 06:35:00,106.50355,29.606218,0.0,V135线,2,2025-06-30 06:31:00,2025-06-30 06:51:00,5.585,11.2,,,,,大型面包车
2025-06-30,OM25062700000321,重庆金泰国有资产经营有限公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.794496,29.687276,0.0,V135线,3,2025-06-30 07:21:00,2025-06-30 08:11:00,36.681,29.4,,,,,大型面包车
2025-06-30,OW25062700001096,重庆九龙坡区铝都实验幼儿园,2025-06-30 06:00:00,2025-06-30 06:30:00,106.335525,29.306186,0.0,V136线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,52.91,35.7,73.466,93.9,1038.543,2025-06-30 05:24:00,大型面包车
2025-06-30,OM25062900003525,江津食堂-学员,2025-06-30 06:20:00,2025-06-30 06:50:00,106.387972,29.270314,0.0,V136线,2,2025-06-30 06:38:00,2025-06-30 06:58:00,20.556,18.2,,,,,大型面包车
2025-06-30,OM25062700004812,重庆市环境卫生事务中心,2025-06-30 06:00:00,2025-06-30 06:30:00,106.51557,29.585954,0.0,V137线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,24.682,24.5,39.77,127.5,156.423,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062900006229,两江新区人民医院-小卖部,2025-06-30 06:30:00,2025-06-30 07:00:00,106.537816,29.62831,0.0,V137线,2,2025-06-30 06:33:00,2025-06-30 06:53:00,8.016,13.3,,,,,大型面包车
2025-06-30,OW25062900000221,重庆百幼蒙养托育服务合伙企业（有限合伙）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.532814,29.661553,0.0,V137线,3,2025-06-30 07:08:00,2025-06-30 07:43:00,7.072,14.7,,,,,大型面包车
2025-06-30,OM25062700007768,重庆两江新区爱德蒙幼儿园-学生,2025-06-30 06:00:00,2025-06-30 06:20:00,106.583517,29.661082,0.0,V138线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,26.533,25.2,38.025,165.2,715.899,2025-06-30 05:35:00,大型面包车
2025-06-30,OM25062800004215,重庆两江新区丹鹤幼儿园,2025-06-30 07:15:00,2025-06-30 07:30:00,106.559716,29.670023,0.0,V138线,2,2025-06-30 07:15:00,2025-06-30 07:35:00,5.372,8.4,,,,,大型面包车
2025-06-30,OM25062800001982,高金实业-一楼食堂,2025-06-30 08:00:00,2025-06-30 08:30:00,106.575573,29.692734,0.0,V138线,3,2025-06-30 08:00:00,2025-06-30 08:20:00,6.12,8.4,,,,,大型面包车
2025-06-30,OM25062700006788,重庆市渝北区人民政府人和街道办事处,2025-06-30 06:00:00,2025-06-30 06:20:00,106.543666,29.633111,0.0,V139线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,27.936,23.8,52.191,88.3,320.757,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062900002680,重庆市北碚区童家溪镇人民政府,2025-06-30 06:30:00,2025-06-30 06:50:00,106.454883,29.689305,0.0,V139线,2,2025-06-30 06:44:00,2025-06-30 07:04:00,24.255,24.5,,,,,大型面包车
2025-06-30,OM25062900002118,重庆两江新区华师中旭学校,2025-06-30 05:30:00,2025-06-30 06:00:00,106.494806,29.649728,0.0,V140线,1,2025-06-30 05:30:00,2025-06-30 05:50:00,14.369,13.3,32.187,153.3,804.928,2025-06-30 05:17:00,大型面包车
2025-06-30,OM25062900003678,重庆市生态环境监测中心,2025-06-30 06:00:00,2025-06-30 06:20:00,106.498872,29.597912,0.0,V140线,2,2025-06-30 06:03:00,2025-06-30 06:23:00,8.525,13.3,,,,,大型面包车
2025-06-30,OM25062800001772,重庆中法供水-松树桥食堂,2025-06-30 06:30:00,2025-06-30 06:50:00,106.50817,29.588904,0.0,V140线,3,2025-06-30 06:30:00,2025-06-30 06:50:00,2.265,7.0,,,,,大型面包车
2025-06-30,OM25062900003068,中信银行股份有限公司重庆沙坪坝支行（日配）,2025-06-30 07:30:00,2025-06-30 08:00:00,106.470524,29.558169,0.0,V140线,4,2025-06-30 07:30:00,2025-06-30 07:50:00,7.028,12.6,,,,,大型面包车
2025-06-30,OM25062900005630,考试中心（应急管理局水果）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,0.0,V141线,1,2025-06-30 06:00:00,2025-06-30 06:50:00,20.182,16.8,45.261,216.8,1635.322,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062900000362,重庆中兴软件有限责任公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.518746,29.625885,0.0,V141线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,4.755,8.4,,,,,大型面包车
2025-06-30,OM25062900000356,重庆中兴软件有限责任公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.518746,29.625885,0.0,V141线,3,2025-06-30 07:20:00,2025-06-30 07:40:00,0.0,0.0,,,,,大型面包车
2025-06-30,OM25062800004945,铁山坪二楼食堂-调味品类,2025-06-30 09:00:00,2025-06-30 09:30:00,106.682204,29.624552,0.0,V141线,4,2025-06-30 09:00:00,2025-06-30 09:20:00,20.324,16.1,,,,,大型面包车
2025-06-30,OM25062700006268,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V142线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,37.894,185.7,622.415,2025-06-30 04:58:00,大型面包车
