计划出库日期,销售订单,送货站点名称,最早收货时间,最晚收货时间,经度,纬度,方量,线路名称,配送顺序,预计送达时间,预计离开时间,距离,行驶时间,线路单边里程,线路时间(单边),线路方量,最晚离仓时间,车型
2025-06-30,OM25062900003099,重庆两江新区玉兰路翰林幼儿园,2025-06-30 05:50:00,2025-06-30 06:20:00,106.550159,29.609917,71.7804,V030线,2,2025-06-30 05:57:00,2025-06-30 06:18:00,7.21,11.2,,,,,大型面包车
2025-06-30,OM25062900002046,两江天宫殿嘉欣幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:20:00,106.550159,29.609917,83.8704,V030线,3,2025-06-30 06:19:00,2025-06-30 06:40:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062900004472,烹饪教研室,2025-06-30 07:10:00,2025-06-30 07:30:00,106.504022,29.541437,156.25,V030线,4,2025-06-30 07:10:00,2025-06-30 07:32:00,15.213,19.6,,,,,大型面包车
2025-06-30,OM25062900003083,中信银行-三峡广场支行(日配）,2025-06-30 07:50:00,2025-06-30 08:10:00,106.484252,29.565238,89.911,V030线,5,2025-06-30 07:50:00,2025-06-30 08:11:00,6.107,10.5,,,,,大型面包车
2025-06-30,OM25062900005452,慎安（重庆）医院-月子厨房,2025-06-30 08:15:00,2025-06-30 08:35:00,106.478899,29.642794,195.342,V030线,6,2025-06-30 08:27:00,2025-06-30 08:50:00,12.387,16.1,,,,,大型面包车
2025-06-30,OM25062900003159,中信银行股份有限公司重庆大渡口支行（日配）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.48727,29.48285,106.6,V031线,1,2025-06-30 06:00:00,2025-06-30 06:22:00,38.155,28.0,74.333,157.96,530.835,2025-06-30 05:32:00,大型面包车
2025-06-30,OM25062700002925,重庆市大渡口区八桥镇人民政府,2025-06-30 06:30:00,2025-06-30 07:08:00,106.487723,29.464073,410.293,V031线,2,2025-06-30 06:30:00,2025-06-30 06:56:00,2.468,6.3,,,,,大型面包车
2025-06-30,OM25062800004777,大石堡幼儿园-教师,2025-06-30 07:00:00,2025-06-30 07:30:00,106.333469,29.309595,11.836,V031线,3,2025-06-30 07:26:00,2025-06-30 07:46:00,32.189,30.1,,,,,大型面包车
2025-06-30,OW25062900000012,重庆九龙坡区窑瓦溪幼儿园,2025-06-30 07:20:00,2025-06-30 07:50:00,106.333688,29.317011,2.106,V031线,4,2025-06-30 07:50:00,2025-06-30 08:10:00,1.521,3.5,,,,,大型面包车
2025-06-30,OM25062900005625,考试中心（应急管理局干副）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,138.12,V032线,1,2025-06-30 06:00:00,2025-06-30 06:22:00,20.182,16.8,57.121,147.35,429.745,2025-06-30 05:43:00,大型面包车
2025-06-30,OM25062900002868,大连银行股份有限公司重庆分行,2025-06-30 06:20:00,2025-06-30 06:40:00,106.520366,29.597302,14.5405,V032线,2,2025-06-30 06:29:00,2025-06-30 06:49:00,3.977,7.0,,,,,大型面包车
2025-06-30,OM25062700004913,重庆凯源石油天然气有限责任公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.565222,29.664372,198.192,V032线,3,2025-06-30 07:12:00,2025-06-30 07:35:00,19.041,23.1,,,,,大型面包车
2025-06-30,OM25062900002660,重庆裕同印刷包装有限公司-新厂,2025-06-30 07:40:00,2025-06-30 08:00:00,106.667904,29.670764,78.892,V032线,4,2025-06-30 07:49:00,2025-06-30 08:11:00,13.921,14.0,,,,,大型面包车
2025-06-30,OW25062700000085,重庆九龙坡区铝都实验幼儿园,2025-06-30 06:00:00,2025-06-30 06:30:00,106.335525,29.306186,22.96,V033线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,52.91,35.7,69.554,135.89,225.702,2025-06-30 05:24:00,大型面包车
2025-06-30,OW25062700000082,铝都实验幼儿园-教师,2025-06-30 06:00:00,2025-06-30 06:30:00,106.335525,29.306186,36.003,V033线,2,2025-06-30 06:21:00,2025-06-30 06:42:00,0.005,0.7,,,,,大型面包车
2025-06-30,OM25062900001918,中国人民解放军联勤保障部队第九〇四医院,2025-06-30 06:30:00,2025-06-30 07:30:00,106.396359,29.246407,111.339,V033线,3,2025-06-30 06:57:00,2025-06-30 07:19:00,16.638,15.4,,,,,大型面包车
2025-06-30,OM25062900001212,中国人民解放军陆军第九五三医院,2025-06-30 06:30:00,2025-06-30 07:30:00,106.396359,29.246407,55.4,V033线,4,2025-06-30 07:19:00,2025-06-30 07:40:00,0.001,0.7,,,,,大型面包车
2025-06-30,OW25062800000074,恒大小金星幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:10:00,106.453207,29.481983,156.795,V034线,1,2025-06-30 05:50:00,2025-06-30 06:12:00,30.851,23.1,58.55,213.43,580.191,2025-06-30 05:27:00,大型面包车
2025-06-30,OM25062900005697,大堰综合基地,2025-06-30 06:30:00,2025-06-30 07:00:00,106.506674,29.504412,401.37,V034线,2,2025-06-30 06:31:00,2025-06-30 06:57:00,11.493,18.9,,,,,大型面包车
2025-06-30,OM25062900005329,烤匠IFS国金中心店-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.579994,29.583249,22.026,V034线,3,2025-06-30 08:40:00,2025-06-30 09:00:00,16.206,23.1,,,,,大型面包车
2025-06-30,OM25062700005109,中国石油集团川庆钻探工程有限公司重庆运输总公司,2025-06-30 05:40:00,2025-06-30 06:10:00,106.514249,29.582631,18.75,V035线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,24.527,21.7,38.473,156.5,419.523,2025-06-30 05:18:00,大型面包车
2025-06-30,OM25062700006657,重庆水务环境控股集团有限公司,2025-06-30 06:25:00,2025-06-30 06:35:00,106.505464,29.554275,80.65,V035线,2,2025-06-30 06:25:00,2025-06-30 06:46:00,8.216,11.9,,,,,大型面包车
2025-06-30,OW25062900000106,丽苑大酒店-员工餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,320.123,V035线,3,2025-06-30 07:30:00,2025-06-30 07:55:00,5.73,11.9,,,,,大型面包车
2025-06-30,OM25062900005673,中建五局—重庆凤栖湖项目,2025-06-30 06:00:00,2025-06-30 06:10:00,106.325398,29.53605,104.305,V036线,1,2025-06-30 06:00:00,2025-06-30 06:22:00,28.077,20.3,38.773,82.52,361.211,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062900002119,重庆熙街购物中心管理有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.30965,29.608528,256.906,V036线,2,2025-06-30 06:38:00,2025-06-30 07:02:00,10.696,16.8,,,,,大型面包车
2025-06-30,OM25062700006676,西南医院幼儿园,2025-06-30 05:30:00,2025-06-30 06:00:00,106.453589,29.540679,489.92,V037线,1,2025-06-30 05:30:00,2025-06-30 05:57:00,27.258,21.7,56.071,127.1,646.489,2025-06-30 05:08:00,大型面包车
2025-06-30,OM25062900004514,中国人民解放军32618部队,2025-06-30 06:00:00,2025-06-30 06:20:00,106.556975,29.56437,139.6695,V037线,2,2025-06-30 06:19:00,2025-06-30 06:41:00,17.946,21.7,,,,,大型面包车
2025-06-30,OM25062800003220,重庆中机中联工程有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.489784,29.538306,16.9,V037线,3,2025-06-30 06:55:00,2025-06-30 07:15:00,10.867,14.0,,,,,大型面包车
2025-06-30,OM25062900005005,重庆两江新区鱼复工业园建设投资有限公司（日配）,2025-06-30 06:00:00,2025-06-30 06:10:00,106.761989,29.632985,1105.314,V038线,1,2025-06-30 06:00:00,2025-06-30 06:43:00,48.637,34.3,54.865,111.16,1353.622,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900004879,十五中队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.804464,29.648298,248.308,V038线,2,2025-06-30 06:53:00,2025-06-30 07:17:00,6.228,10.5,,,,,大型面包车
2025-06-30,OM25062700006255,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,10.45,V039线,1,2025-06-30 05:25:00,2025-06-30 05:45:00,32.666,26.6,75.62,184.42,669.019,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062700003112,重庆市九龙坡区环境卫生管理处,2025-06-30 05:50:00,2025-06-30 06:10:00,106.515357,29.501573,242.437,V039线,2,2025-06-30 06:06:00,2025-06-30 06:30:00,17.459,21.0,,,,,大型面包车
2025-06-30,OM25062900002750,西南医院杏林楼二楼,2025-06-30 06:20:00,2025-06-30 06:50:00,106.454078,29.53965,228.0,V039线,3,2025-06-30 06:46:00,2025-06-30 07:09:00,11.927,16.1,,,,,大型面包车
2025-06-30,OM25062900005897,中建三局-联发三湾项目,2025-06-30 07:40:00,2025-06-30 08:00:00,106.521366,29.574211,188.132,V039线,4,2025-06-30 07:40:00,2025-06-30 08:03:00,13.568,16.1,,,,,大型面包车
2025-06-30,OM25062900002262,重庆中容石化机械制造有限公司,2025-06-30 06:10:00,2025-06-30 06:30:00,106.455459,29.660458,47.146,V231线,1,2025-06-30 06:10:00,2025-06-30 06:31:00,12.201,12.6,36.51,236.57,5528.663,2025-06-30 05:57:00,4.2米
2025-06-30,OM25062900005166,沙坪坝区气象局,2025-06-30 06:30:00,2025-06-30 07:10:00,106.470382,29.579333,167.0862,V231线,2,2025-06-30 06:51:00,2025-06-30 07:14:00,16.842,20.3,,,,,4.2米
2025-06-30,OM25062900000330,川仪自动化股份-北环园区单位食堂,2025-06-30 07:20:00,2025-06-30 07:30:00,106.499084,29.620278,5314.431,V231线,3,2025-06-30 07:26:00,2025-06-30 09:54:00,7.467,12.6,,,,,4.2米
2025-06-30,OM25062700005136,重庆两江新区水土高新技术产业园建设投资有限公司,2025-06-30 06:00:00,2025-06-30 06:35:00,106.535587,29.807428,1082.793,V040线,1,2025-06-30 06:00:00,2025-06-30 06:42:00,30.047,25.2,72.858,216.22,1517.437,2025-06-30 05:35:00,大型面包车
2025-06-30,OM25062700004886,重庆市北碚区天生幼儿园,2025-06-30 08:00:00,2025-06-30 08:01:00,106.44339,29.833109,266.354,V040线,2,2025-06-30 08:00:00,2025-06-30 08:24:00,18.709,20.3,,,,,大型面包车
2025-06-30,OM25062900005338,烤匠大悦城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57822,29.727912,168.29,V040线,3,2025-06-30 08:48:00,2025-06-30 09:11:00,24.102,24.5,,,,,大型面包车
2025-06-30,OM25062700007703,西南医院幼儿园,2025-06-30 05:30:00,2025-06-30 06:00:00,106.453589,29.540679,136.064,V041线,1,2025-06-30 05:30:00,2025-06-30 05:52:00,27.258,21.7,69.92,152.33,192.693,2025-06-30 05:08:00,大型面包车
2025-06-30,OM25062800005769,重庆两江新区爱德蒙幼儿园-学生,2025-06-30 06:00:00,2025-06-30 06:20:00,106.583517,29.661082,14.629,V041线,2,2025-06-30 06:16:00,2025-06-30 06:36:00,24.02,23.8,,,,,大型面包车
2025-06-30,OM25062900000322,川仪自动化股份-蔡家园区单位食堂,2025-06-30 07:20:00,2025-06-30 07:30:00,106.484414,29.754229,42.0,V041线,3,2025-06-30 07:20:00,2025-06-30 07:41:00,18.642,17.5,,,,,大型面包车
2025-06-30,OM25062900002710,重庆国宾妇产医院有限公司-vip食堂,2025-06-30 06:20:00,2025-06-30 06:30:00,106.551376,29.564366,389.701,V042线,1,2025-06-30 06:20:00,2025-06-30 06:46:00,30.06,27.3,60.845,153.74,2609.369,2025-06-30 05:53:00,大型面包车
2025-06-30,OM25062700005980,重庆瑜煌电力设备制造有限公司-蔬菜,2025-06-30 07:00:00,2025-06-30 07:30:00,106.481465,29.771363,2219.668,V042线,2,2025-06-30 07:16:00,2025-06-30 08:26:00,30.785,30.1,,,,,大型面包车
2025-06-30,OM25062900000484,中铁建生态环境有限公司-早餐,2025-06-30 06:20:00,2025-06-30 06:40:00,106.402117,29.80278,111.183,V043线,1,2025-06-30 06:20:00,2025-06-30 06:42:00,18.553,14.7,23.181,97.02,993.986,2025-06-30 06:05:00,大型面包车
2025-06-30,OM25062900000231,重庆市北碚区规划和自然资源局,2025-06-30 06:30:00,2025-06-30 06:50:00,106.408096,29.803608,540.677,V043线,2,2025-06-30 06:44:00,2025-06-30 07:13:00,1.657,2.8,,,,,大型面包车
2025-06-30,OM25062900005578,十中队,2025-06-30 07:00:00,2025-06-30 07:20:00,106.416438,29.79395,342.1261,V043线,3,2025-06-30 07:17:00,2025-06-30 07:42:00,2.971,4.2,,,,,大型面包车
2025-06-30,OM25062900002287,重庆高新技术产业开发区管理委员会-白案,2025-06-30 05:40:00,2025-06-30 06:00:00,106.342437,29.518986,80.51,V044线,1,2025-06-30 05:40:00,2025-06-30 06:01:00,25.911,18.2,73.045,182.14,622.668,2025-06-30 05:22:00,大型面包车
2025-06-30,OM25062900005630,考试中心（应急管理局水果）,2025-06-30 06:00:00,2025-06-30 06:30:00,106.506619,29.62111,188.295,V044线,2,2025-06-30 06:26:00,2025-06-30 06:49:00,27.952,24.5,,,,,大型面包车
2025-06-30,OM25062700005129,考试中心（考试考核基地干副）,2025-06-30 06:30:00,2025-06-30 07:00:00,106.508461,29.602091,71.7425,V044线,3,2025-06-30 06:54:00,2025-06-30 07:15:00,2.944,5.6,,,,,大型面包车
2025-06-30,OM25062900000364,重庆中兴软件有限责任公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.518746,29.625885,245.0,V044线,4,2025-06-30 07:25:00,2025-06-30 07:49:00,6.178,9.8,,,,,大型面包车
2025-06-30,OM25062800001886,农商行两江分行-奶制品,2025-06-30 08:00:00,2025-06-30 08:30:00,106.57406,29.645788,37.12,V044线,5,2025-06-30 08:03:00,2025-06-30 08:24:00,10.06,14.7,,,,,大型面包车
2025-06-30,OM25062900005110,中国石油集团川庆钻探工程有限公司重庆运输总公司,2025-06-30 05:40:00,2025-06-30 06:10:00,106.514249,29.582631,791.477,V045线,1,2025-06-30 05:40:00,2025-06-30 06:15:00,24.527,21.7,51.672,164.69,1408.146,2025-06-30 05:18:00,大型面包车
2025-06-30,OM25062700005097,考试中心（考试考核基地肉）,2025-06-30 06:30:00,2025-06-30 07:00:00,106.508461,29.602091,37.766,V045线,2,2025-06-30 06:30:00,2025-06-30 06:51:00,5.855,9.1,,,,,大型面包车
2025-06-30,OM25062900002438,重庆市食品药品检验检测研究院-红案,2025-06-30 06:50:00,2025-06-30 07:00:00,106.521924,29.624062,564.153,V045线,3,2025-06-30 06:58:00,2025-06-30 07:27:00,6.247,7.7,,,,,大型面包车
2025-06-30,OW25062900000090,丽苑大酒店-西餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,14.75,V045线,4,2025-06-30 07:43:00,2025-06-30 08:03:00,15.043,15.4,,,,,大型面包车
2025-06-30,OM25062900000542,两路口基地,2025-06-30 05:50:00,2025-06-30 06:30:00,106.554929,29.559583,108.6,V046线,1,2025-06-30 05:50:00,2025-06-30 06:12:00,30.136,27.3,58.586,129.78,487.514,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062900002528,陆军军医大学三食堂-大灶,2025-06-30 06:30:00,2025-06-30 06:50:00,106.458697,29.540749,306.68,V046线,2,2025-06-30 06:30:00,2025-06-30 06:55:00,11.635,14.7,,,,,大型面包车
2025-06-30,OM25062900002999,中信银行股份有限公司重庆科学城支行（日配）,2025-06-30 07:00:00,2025-06-30 07:20:00,106.381274,29.610625,72.234,V046线,3,2025-06-30 07:11:00,2025-06-30 07:32:00,16.815,16.8,,,,,大型面包车
2025-06-30,OM25062700006582,佳华-老师,2025-06-30 05:30:00,2025-06-30 05:50:00,106.539246,29.599319,71.853,V047线,1,2025-06-30 05:30:00,2025-06-30 05:51:00,25.16,19.6,57.169,123.14,307.74,2025-06-30 05:10:00,大型面包车
2025-06-30,OM25062900003798,重庆万普隆能源技术有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.291009,29.573053,98.995,V047线,2,2025-06-30 06:30:00,2025-06-30 06:51:00,32.009,26.6,,,,,大型面包车
2025-06-30,OM25062900004961,重庆万普隆能源技术有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.291009,29.573053,136.8915,V047线,3,2025-06-30 06:51:00,2025-06-30 07:14:00,0.0,0.0,,,,,大型面包车
2025-06-30,OM25062700006270,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,62.476,V048线,1,2025-06-30 05:25:00,2025-06-30 05:46:00,32.666,26.6,46.275,122.75,264.685,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900002645,重庆复旦中学附属幼儿园贰园-教师蔬菜类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,125.755,V048线,2,2025-06-30 06:00:00,2025-06-30 06:22:00,4.738,11.2,,,,,大型面包车
2025-06-30,OM25062900005337,重庆两江新区金山名都天宝乐幼儿园2-学生,2025-06-30 06:40:00,2025-06-30 07:00:00,106.517129,29.529399,76.454,V048线,3,2025-06-30 06:40:00,2025-06-30 07:01:00,8.871,16.1,,,,,大型面包车
2025-06-30,OM25062800003188,重庆市爆破工程建设有限责任公司,2025-06-30 05:00:00,2025-06-30 05:30:00,106.538333,29.575092,215.936,V049线,1,2025-06-30 05:00:00,2025-06-30 05:23:00,28.214,29.4,39.176,147.95,705.999,2025-06-30 04:31:00,大型面包车
2025-06-30,OM25062900005670,重庆美莱整形美容医院有限公司,2025-06-30 06:00:00,2025-06-30 06:30:00,106.526455,29.571259,396.555,V049线,2,2025-06-30 06:00:00,2025-06-30 06:26:00,4.277,11.9,,,,,大型面包车
2025-06-30,OM25062900000388,中国人民武装警察部队重庆市总队机关服务中心,2025-06-30 06:20:00,2025-06-30 06:40:00,106.506101,29.596163,93.5082,V049线,3,2025-06-30 06:37:00,2025-06-30 06:59:00,6.685,11.2,,,,,大型面包车
2025-06-30,OM25062900001341,高新区自来水-大学城食堂,2025-06-30 06:30:00,2025-06-30 06:50:00,106.338853,29.603472,435.5543,V050线,1,2025-06-30 06:30:00,2025-06-30 06:57:00,15.367,14.0,32.324,93.7,1023.453,2025-06-30 06:16:00,大型面包车
2025-06-30,OM25062900005065,重庆青凤科技发展有限公司,2025-06-30 07:20:00,2025-06-30 07:45:00,106.33835,29.715338,587.899,V050线,2,2025-06-30 07:20:00,2025-06-30 07:50:00,16.957,17.5,,,,,大型面包车
2025-06-30,OM25062700007689,浙商银行股份有限公司重庆分行,2025-06-30 06:00:00,2025-06-30 06:30:00,106.496322,29.619746,746.157,V051线,1,2025-06-30 06:00:00,2025-06-30 06:34:00,19.396,20.3,19.396,53.95,746.157,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062900000995,重庆市九龙坡区鹅公岩小学校-早餐,2025-06-30 04:40:00,2025-06-30 05:00:00,106.529894,29.529111,858.36,V052线,1,2025-06-30 04:40:00,2025-06-30 05:16:00,32.224,28.7,49.284,162.88,1304.01,2025-06-30 04:11:00,大型面包车
2025-06-30,OM25062900001946,重庆市渝中区机关事务服务中心（奶）,2025-06-30 05:50:00,2025-06-30 06:10:00,106.575354,29.558923,183.84,V052线,2,2025-06-30 05:50:00,2025-06-30 06:13:00,7.74,12.6,,,,,大型面包车
2025-06-30,OM25062700006656,重庆水务环境控股集团有限公司,2025-06-30 06:25:00,2025-06-30 06:35:00,106.505464,29.554275,261.8095,V052线,3,2025-06-30 06:30:00,2025-06-30 06:54:00,9.32,17.5,,,,,大型面包车
2025-06-30,OM25062900004502,重庆凯源石油天然气有限责任公司巴南分公司,2025-06-30 05:30:00,2025-06-30 06:00:00,106.527229,29.467279,227.7396,V053线,1,2025-06-30 05:30:00,2025-06-30 05:53:00,41.523,30.8,53.33,141.26,458.365,2025-06-30 04:59:00,大型面包车
2025-06-30,OW25062900000124,重庆市巴南区芸峰兰亭幼儿园,2025-06-30 06:30:00,2025-06-30 06:50:00,106.554186,29.450315,144.958,V053线,2,2025-06-30 06:30:00,2025-06-30 06:52:00,6.388,11.2,,,,,大型面包车
2025-06-30,OM25062900004329,中国人民解放军78007部队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.569953,29.481373,85.6675,V053线,3,2025-06-30 06:59:00,2025-06-30 07:20:00,5.419,7.0,,,,,大型面包车
2025-06-30,OM25062900000949,重庆市渝中区机关事务服务中心（奶BF）,2025-06-30 05:50:00,2025-06-30 06:10:00,106.575354,29.558923,21.984,V054线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,34.558,32.9,57.542,226.34,2193.616,2025-06-30 05:17:00,大型面包车
2025-06-30,OM25062900005788,重庆市房地产交易事务中心,2025-06-30 06:50:00,2025-06-30 07:00:00,106.539747,29.5637,159.947,V054线,2,2025-06-30 06:50:00,2025-06-30 07:12:00,5.5,10.5,,,,,大型面包车
2025-06-30,OM25062900004499,两江新区第一人民医院,2025-06-30 07:00:00,2025-06-30 07:30:00,106.538168,29.628559,1996.3155,V054线,3,2025-06-30 07:28:00,2025-06-30 08:33:00,10.117,16.1,,,,,大型面包车
2025-06-30,OM25062900005346,烤匠龙湖源著-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.49598,29.60528,15.37,V054线,4,2025-06-30 08:43:00,2025-06-30 09:03:00,7.367,9.8,,,,,大型面包车
2025-06-30,OM25062700006266,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,8.505,V055线,1,2025-06-30 05:25:00,2025-06-30 05:45:00,32.666,26.6,54.124,158.73,663.945,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900003636,重庆复旦中学附属幼儿园贰园-教师其他类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,25.576,V055线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,4.738,11.2,,,,,大型面包车
2025-06-30,OM25062900002164,重庆市港航海事事务中心,2025-06-30 06:20:00,2025-06-30 06:40:00,106.532812,29.590116,499.867,V055线,3,2025-06-30 06:34:00,2025-06-30 07:01:00,7.15,13.3,,,,,大型面包车
2025-06-30,OM25062900002041,中信银行--观音桥支行（日配）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.526012,29.571562,129.9971,V055线,4,2025-06-30 07:15:00,2025-06-30 07:37:00,9.57,14.0,,,,,大型面包车
2025-06-30,OM25062800002202,幼儿园食堂,2025-06-30 05:40:00,2025-06-30 06:00:00,106.454977,29.548087,13.5,V056线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,26.439,21.0,53.71,89.06,144.167,2025-06-30 05:19:00,大型面包车
2025-06-30,OM25062900005567,重庆市公安局巴南区分局业务技术用房食堂,2025-06-30 06:20:00,2025-06-30 06:30:00,106.540238,29.37809,130.6672,V056线,2,2025-06-30 06:26:00,2025-06-30 06:48:00,27.271,25.9,,,,,大型面包车
2025-06-30,OM25062700006451,重庆市九龙坡区金凤镇人民政府,2025-06-30 05:50:00,2025-06-30 06:10:00,106.324981,29.525253,350.044,V057线,1,2025-06-30 05:50:00,2025-06-30 06:15:00,27.447,21.0,42.114,92.87,474.667,2025-06-30 05:29:00,大型面包车
2025-06-30,OM25062900004346,中建五局—大健康项目,2025-06-30 06:40:00,2025-06-30 06:45:00,106.36498,29.453554,124.623,V057线,2,2025-06-30 06:40:00,2025-06-30 07:02:00,14.667,17.5,,,,,大型面包车
2025-06-30,OM25062900004021,勤务学院六食堂,2025-06-30 06:30:00,2025-06-30 07:00:00,106.324651,29.635466,643.58,V058线,1,2025-06-30 06:30:00,2025-06-30 07:01:00,11.122,10.5,48.998,161.04,954.841,2025-06-30 06:20:00,大型面包车
2025-06-30,OM25062900004275,烤匠时代天街,2025-06-30 07:40:00,2025-06-30 08:00:00,106.517705,29.543923,275.381,V058线,2,2025-06-30 07:40:00,2025-06-30 08:04:00,37.869,30.8,,,,,大型面包车
2025-06-30,OM25062900004274,烤匠时代天街-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.517705,29.543923,35.88,V058线,3,2025-06-30 08:40:00,2025-06-30 09:01:00,0.007,0.7,,,,,大型面包车
2025-06-30,OM25062700006271,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,2.34,V059线,1,2025-06-30 05:25:00,2025-06-30 05:45:00,32.666,26.6,59.087,166.7,562.606,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900004712,中国人民解放军32605部队-保障四队1号食堂 六公里站点,2025-06-30 06:10:00,2025-06-30 06:30:00,106.580548,29.503391,190.338,V059线,2,2025-06-30 06:10:00,2025-06-30 06:33:00,10.828,14.7,,,,,大型面包车
2025-06-30,OM25062900002322,重庆市渝中区城市管理综合行政执法支队,2025-06-30 06:40:00,2025-06-30 07:05:00,106.575754,29.559868,29.7889,V059线,3,2025-06-30 06:48:00,2025-06-30 07:09:00,11.08,15.4,,,,,大型面包车
2025-06-30,OM25062800002683,重庆铁路投资集团有限公司,2025-06-30 07:20:00,2025-06-30 07:40:00,106.575235,29.57739,340.1388,V059线,4,2025-06-30 07:20:00,2025-06-30 07:45:00,4.513,11.2,,,,,大型面包车
2025-06-30,OM25062900005003,九龙坡区交通运输委员会,2025-06-30 05:45:00,2025-06-30 06:05:00,106.532276,29.51463,157.2545,V060线,1,2025-06-30 05:45:00,2025-06-30 06:07:00,37.826,30.1,56.493,128.09,323.53,2025-06-30 05:15:00,大型面包车
2025-06-30,OM25062900002546,陆军军医大学三食堂-冒菜,2025-06-30 06:30:00,2025-06-30 06:50:00,106.458697,29.540749,63.0,V060线,2,2025-06-30 06:30:00,2025-06-30 06:51:00,14.103,18.2,,,,,大型面包车
2025-06-30,OM25062900003736,重庆市沙坪坝区图书馆,2025-06-30 07:00:00,2025-06-30 07:20:00,106.46117,29.569651,103.276,V060线,3,2025-06-30 07:01:00,2025-06-30 07:23:00,4.564,10.5,,,,,大型面包车
2025-06-30,OM25062900005443,重庆市凤鸣山中学-3楼,2025-06-30 06:00:00,2025-06-30 06:01:00,106.455654,29.535218,611.873,V061线,1,2025-06-30 06:00:00,2025-06-30 06:30:00,27.564,21.7,53.38,192.06,760.612,2025-06-30 05:38:00,大型面包车
2025-06-30,OM25061500000013,重庆中国三峡博物馆-丹回路,2025-06-30 06:45:00,2025-06-30 07:00:00,106.556809,29.517229,2.16,V061线,2,2025-06-30 06:45:00,2025-06-30 07:05:00,12.759,14.7,,,,,大型面包车
2025-06-30,OM25062700005767,中信银行-南坪支行(日配）,2025-06-30 06:50:00,2025-06-30 07:10:00,106.581698,29.520627,122.481,V061线,3,2025-06-30 07:10:00,2025-06-30 07:32:00,3.156,4.9,,,,,大型面包车
2025-06-30,OM25062900005328,烤匠时代广场-员工餐,2025-06-30 08:30:00,2025-06-30 08:50:00,106.583643,29.564171,24.098,V061线,4,2025-06-30 08:30:00,2025-06-30 08:50:00,9.901,16.8,,,,,大型面包车
2025-06-30,OM25062900002752,重庆建工建材物流有限公司-总部,2025-06-30 06:20:00,2025-06-30 06:30:00,106.670684,29.635736,317.864,V062线,1,2025-06-30 06:20:00,2025-06-30 06:45:00,41.301,28.7,75.401,191.04,877.481,2025-06-30 05:51:00,大型面包车
2025-06-30,OM25062900005633,十二中队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.674507,29.613793,403.7975,V062线,2,2025-06-30 06:51:00,2025-06-30 07:17:00,3.651,6.3,,,,,大型面包车
2025-06-30,OM25062900005343,烤匠来福士,2025-06-30 08:40:00,2025-06-30 09:00:00,106.594307,29.570101,155.82,V062线,3,2025-06-30 08:40:00,2025-06-30 09:02:00,30.449,32.2,,,,,大型面包车
2025-06-30,OM25062900003110,翰林幼儿园老师,2025-06-30 06:00:00,2025-06-30 07:00:00,106.550555,29.610524,5.248,V063线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,25.969,23.8,37.287,104.04,21.083,2025-06-30 05:36:00,大型面包车
