主客户编码,主客户名称,子客户编码,子客户名称,子客户地址,交接方式,是否限高,额外工作时长（小时） ,是否需要搬运工,配送类型
156736,中国人民解放军陆军军医大学,Z102491,虎溪校区外训,重庆市重庆市沙坪坝区富力城时光里小区对面陆军军医大学虎溪校区食堂,称重点数,否,,否,正常
108824,中建五局第三建设有限公司重庆分公司,108824,中建五局第三建设有限公司重庆分公司,重庆市重庆市渝北区渝北区新南路451号重庆市渝北区新南路451号 祈年 悦城2楼,称重点数,否,,否,正常
231052,国投健康养老服务（重庆）有限公司,Z069464,国投健康养老服务（重庆）有限公司-水果,沙坪坝区社会福利养护中心土主镇一纵线交叉路口处,称重点数,否,30分钟,否,正常
228418,重庆中容石化机械制造有限公司,Z066472,重庆中容石化机械制造有限公司,重庆市重庆市沙坪坝区中容石化沙坪坝区井盛路11号办公室201门口,信任交接,否,,否,正常
118522,中铁建生态环境有限公司,Z016899,中铁建生态环境有限公司-早餐,中铁建生态环境有限公司,称重点数,否,,否,正常
116868,重庆高新技术产业开发区管理委员会办公室,Z083974,重庆高新技术产业开发区管理委员会-白案,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,称重点数,是,15分钟,是,正常
177164,重庆市正源水务工程质量检测有限责任公司,Z105087,重庆市正源水务工程质量检测有限责任公司,重庆市-北碚区-联东U谷A区10号楼中交长江建设水利水电工程检测中心,称重点数,否,,否,正常
188461,中国共产党重庆市巴南区委员会党校,Z071577,中国共产党重庆市巴南区委员会党校,巴南区花溪街道红光大道15号中共巴南区党校,称重点数,否,1小时,否,正常
116868,重庆高新技术产业开发区管理委员会办公室,Z083975,重庆高新技术产业开发区管理委员会-凉菜,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,称重点数,是,15分钟,是,正常
268814,陆军第八十一集团军医院,Z119161,陆军第八十一集团军医院,重庆市-江津区江津区支坪镇椒湾村,称重点数,否,,否,正常
119976,重庆市江北区人力资源和社会保障局,Z024032,重庆市江北区人力资源和社会保障局,重庆市重庆市江北区重庆市江北区观音桥商圈建新东路9号,称重点数,否,,否,正常
116868,重庆高新技术产业开发区管理委员会办公室,Z083972,重庆高新技术产业开发区管理委员会-小锅,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,称重点数,是,15分钟,是,正常
234257,重庆市渝中区城市管理综合行政执法支队,Z086817,重庆市渝中区城市管理综合行政执法支队,重庆市重庆市渝中区和平路187号二楼,称重点数,是,,否,正常
252572,联勤保障部队第三储备资产管理局重庆管理站,Z092499,252572-科园五路,重庆市重庆市九龙坡区九龙坡区科园五路27号,称重点数,否,,否,正常
105768,中铁一局集团铁路建设有限公司,Z048599,中铁一局-新拌合站（东站）,重庆市重庆市南岸区方林苑休闲度假村拌合站食堂,称重点数,否,,否,正常
163315,中国人民解放军陆军勤务学院,Z089267,教职工食堂2,重庆市重庆市沙坪坝区勤务学院教职工食堂,称重点数,否,30分钟,是,正常
117340,重庆市食品药品检验检测研究院,Z014415,重庆市食品药品检验检测研究院-白案,重庆市重庆市渝北区春兰二路1号,称重点数,否,,否,正常
157072,重庆市沙坪坝区养老服务中心（重庆市沙坪坝区福利院）,Z084372,重庆市沙坪坝区养老服务中心（重庆市沙坪坝区福利院）,重庆市重庆市沙坪坝区重庆市重庆市沙坪坝区沙坪坝区高滩岩正街93号,称重点数,否,,否,正常
106512,重庆国际物流枢纽园区建设有限责任公司,Z084529,重庆国际物流枢纽园区-领导餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,称重点数,否,20分钟,否,正常
163315,中国人民解放军陆军勤务学院,Z088278,招待所餐厅,重庆市重庆市沙坪坝区勤务学院招待所,称重点数,否,,是,正常
117340,重庆市食品药品检验检测研究院,Z014407,重庆市食品药品检验检测研究院-红案,重庆市重庆市渝北区春兰二路1号,称重点数,否,,否,正常
257807,重庆建工第三建设有限责任公司高新建材分公司,Z101156,重庆建工第三建设有限责任公司高新建材分公司,重庆市-綦江区-金福大道42号,称重点数,否,,否,正常
102534,重庆耐德工业股份有限公司,200351,耐德-龙兴,重庆市重庆市渝北区耐德龙兴重庆是渝北区龙兴堡云路5号,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085070,中信银行-巴南支行（日配）,巴南区水利局巴南区中信银行(重庆巴南支行)巴南区水利局家属楼21-1,称重点数,否,,否,正常
156736,中国人民解放军陆军军医大学,Z102495,陆军军医大学三食堂-大灶,陆军军医大学三食堂,称重点数,否,,否,正常
253632,重庆市渝北区救助管理站,Z093929,重庆市渝北区救助管理站,重庆市重庆市渝北区翠屏路39号车进大门后坐电梯到负一楼交货,称重点数,否,,否,正常
156736,中国人民解放军陆军军医大学,Z102530,陆军军医大学三食堂-冒菜,陆军军医大学三食堂,称重点数,否,,否,正常
111932,重庆两江新区小博士幼儿园,Z062321,两江小博士幼儿园-保亿丽景分园,重庆市重庆市北碚区重庆市北碚区嘉运大道,称重点数,否,,否,正常
111932,重庆两江新区小博士幼儿园,Z062321,两江小博士幼儿园-保亿丽景分园,重庆市重庆市北碚区重庆市北碚区嘉运大道,称重点数,否,,否,正常
250932,重庆市渝北区科学技术协会,Z089385,重庆市渝北区科学技术协会,重庆市重庆市渝北区渝北区广电大楼渝北区广电大楼4F,称重点数,是,,否,正常
111932,重庆两江新区小博士幼儿园,Z004455,两江小博士幼儿园-学生,重庆市重庆市渝北区天宫殿街道丁香路200号,称重点数,是,,否,正常
111932,重庆两江新区小博士幼儿园,111932,两江小博士幼儿园-老师,重庆市重庆市渝北区天宫殿街道丁香路200号,称重点数,是,,否,正常
109977,重庆农村商业银行股份有限公司巴南支行,109977,重庆农村商业银行股份有限公司巴南支行,重庆市重庆市巴南区龙洲大道145号重庆农村商业银行24小时自助银行(巴南支行营业部)重庆市巴南区龙洲大道145号,称重点数,否,10分钟,否,正常
125556,重庆复旦中学附属幼儿园,Z072008,重庆复旦中学附属幼儿园贰园-教师肉类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,称重点数,是,,是,正常
125556,重庆复旦中学附属幼儿园,Z072006,重庆复旦中学附属幼儿园贰园-教师蔬菜类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,称重点数,是,,是,正常
125556,重庆复旦中学附属幼儿园,Z089586,重庆复旦中学附属幼儿园贰园-教师油盐辅料,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,称重点数,是,,是,正常
104141,重庆裕同印刷包装有限公司,Z069155,重庆裕同印刷包装有限公司-新厂,重庆市重庆市渝北区重庆市渝北区裕同君和包装有限公司,称重点数,否,,否,正常
195703,中国人民解放军陆军勤务学院训练基地,Z109141,陆军勤务学院训练基地教工食堂,重庆市-九龙坡区-渝州路79号,称重点数,否,15分钟,是,正常
195703,中国人民解放军陆军勤务学院训练基地,Z110138,陆军勤务学院训练基地第二食堂,重庆市-九龙坡区-渝州路79号,称重点数,否,15分钟,是,正常
195703,中国人民解放军陆军勤务学院训练基地,Z109140,陆军勤务学院训练基地第一食堂,重庆市-九龙坡区-渝州路街道渝州路79号重庆市九龙坡区渝州路街道渝州路79号,称重点数,否,15分钟,是,正常
117135,重庆九龙坡区窑瓦溪幼儿园,Z094605,窑瓦溪幼儿园-教师,重庆市重庆市九龙坡区西彭镇西南铝业集团民生实业公司幼教中心窑瓦溪幼儿园,称重点数,否,,否,正常
123759,重庆市北碚区童家溪镇人民政府,Z036405,重庆市北碚区童家溪镇人民政府,重庆市重庆市北碚区童家溪镇人民政府,称重点数,否,,否,正常
107099,重庆国宾妇产医院有限公司,107099,重庆国宾妇产医院有限公司-vip食堂,重庆市重庆市渝中区国宾妇产医院上清寺39号25楼,称重点数,是,1小时,否,正常
217790,中国人民解放军陆军军医大学第一附属医院,Z109194,西南医院杏林楼九楼,重庆市-沙坪坝区-高滩岩正街29号阳光康居东门内杏林楼,称重点数,否,,否,正常
107912,重庆特园民主党派历史陈列馆,107912,重庆特园民主党派历史陈列馆,重庆市重庆市渝中区中国民主党派历史陈列馆,称重点数,是,10分钟,否,正常
217790,中国人民解放军陆军军医大学第一附属医院,Z109193,西南医院杏林楼二楼,重庆市-沙坪坝区-高滩岩正街29号阳光康居东门内杏林楼,称重点数,否,,否,正常
116904,重庆建工建材物流有限公司,Z013818,重庆建工建材物流有限公司-总部,重庆市重庆市江北区建工建材物流有限公司江北区港城东路6号两江产业园,称重点数,否,,否,正常
217790,中国人民解放军陆军军医大学第一附属医院,Z109192,西南医院杏林楼一楼,重庆市-沙坪坝区-高滩岩正街29号阳光康居东门内杏林楼,称重点数,否,,否,正常
240109,重庆曾家岩大桥建设管理有限公司,Z102981,重庆曾家岩大桥建设管理有限公司_荤菜,曾家岩大桥建设,称重点数,是,,否,正常
227720,中交四航（重庆）供应链管理有限公司,Z065560,中交四航（重庆）供应链管理有限公司,沙坪坝区回龙坝镇垄安大道550号中交重庆冷链智慧产业园中交重庆冷链智慧产业园1楼,称重点数,否,,否,正常
248365,新大正物业集团股份有限公司（证监局）,Z086676,新大正物业集团股份有限公司（证监局）,渝中区五一路99号广发银行大厦37楼渝中区五一路99号广发银行大厦3,称重点数,是,,否,正常
248365,新大正物业集团股份有限公司（证监局）,Z086676,新大正物业集团股份有限公司（证监局）,渝中区五一路99号广发银行大厦37楼渝中区五一路99号广发银行大厦3,称重点数,是,,否,正常
172731,重庆万普隆能源技术有限公司,Z063682,重庆万普隆能源技术有限公司,重庆市重庆市沙坪坝区万普隆,称重点数,否,20分钟,否,正常
125313,大连银行股份有限公司重庆分行,Z041404,大连银行股份有限公司重庆分行,大连银行(重庆分行),称重点数,是,,否,正常
213931,重庆市渝水水务机械有限公司,Z089319,重庆市渝水水务机械有限公司,重庆市重庆市九龙坡区渝水水务机械有限公司东一门,称重点数,否,,否,正常
123528,上海浦东发展银行股份有限公司重庆分行（RP）,Z041984,上海浦东发展银行股份有限公司重庆分行,重庆市重庆市渝北区重庆市渝北区星光大道78号,称重点数,否,,否,正常
125556,重庆复旦中学附属幼儿园,Z091933,重庆复旦中学附属幼儿园贰园-教师粮食,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,称重点数,是,,是,正常
164594,重庆市九龙坡区市场监督管理局,Z080410,重庆市九龙坡区市场监督管理局,重庆市重庆市九龙坡区重庆市九龙坡区西郊路24巷27-5号,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085096,中信银行-杨家坪支行（日配）,重庆市重庆市九龙坡区重庆市九龙坡区杨家坪正街3附1号7-6,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085085,中信银行--观音桥支行（日配）,重庆市重庆市江北区重庆市江北区李家坪立交,称重点数,是,,否,正常
227454,中国人民财产保险股份有限公司重庆市巴南支公司,Z114011,巴南人保,重庆市-巴南区-鱼洞街道鱼轻路9号重庆市巴南区鱼洞鱼轻路7号、9号,称重点数,否,,否,正常
258337,中国铁路设计集团有限公司（CQ）,Z100652,中国铁路设计集团有限公司（CQ）,重庆市-江北区-东升门路63号金融城贰-(T1-2楼),称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085060,中信银行股份有限公司重庆科学城支行（日配）,重庆市-沙坪坝区-学城大道60号万云府4栋2单元602,称重点数,是,,否,正常
130465,重庆中法供水有限公司,Z058706,重庆中法供水-梁沱食堂,重庆市江北区宏帆路,称重点数,否,,否,正常
109349,中铁二十局集团房地产开发有限公司,109349,中铁二十局集团房地产开发有限公司,重庆市重庆市南岸区中铁二十局集团房地产,称重点数,否,,否,正常
130465,重庆中法供水有限公司,Z058705,重庆中法供水-悦来食堂,重庆市渝北区富悦街,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085089,中信银行-两江支行（日配）,重庆市重庆市渝北区中信两江支行,称重点数,是,,否,正常
115915,九龙坡区城管综合执法支队,Z011838,九龙坡区城管综合执法支队-兰花小区,重庆市重庆市九龙坡区九龙坡区兰花五小区5号市政大厦,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085074,中信银行股份有限公司重庆沙坪坝支行（日配）,嘉福苑沙坪坝区小龙坎沙坪坝区小龙坎正街188号9-4,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085071,中信银行-三峡广场支行(日配）,重庆市重庆市沙坪坝区沙坪坝区金沙港湾支路重庆市沙坪坝区金沙港湾支路,称重点数,是,,否,正常
107058,厦门银行股份有限公司重庆分行,107058,厦门银行股份有限公司重庆分行,重庆市重庆市江北区重庆市江北区金沙门路,称重点数,是,,否,正常
167462,渝北区消防救援支队,Z071232,渝北区消防救援支队-龙溪站点,重庆市重庆市渝北区重庆市渝北区嘉州路4号,称重点数,否,,否,正常
235362,重庆两江新区玉兰路翰林幼儿园,Z072471,重庆两江新区玉兰路翰林幼儿园,重庆市重庆市渝北区天宫殿派出所东湖张光美15308395462(以后都送到天宫殿嘉欣),称重点数,否,,否,正常
235362,重庆两江新区玉兰路翰林幼儿园,Z073719,翰林幼儿园老师,重庆市重庆市渝北区两江新区玉兰路翰林幼儿园,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085078,中信银行股份有限公司重庆大渡口支行（日配）,重庆市重庆市大渡口区大渡口松青路1029号中信银行大渡口支行大渡口松青路1029号,称重点数,是,,否,正常
127180,重庆市九龙坡区含谷镇人民政府,Z047561,重庆市九龙坡区含谷镇人民政府,重庆市重庆市九龙坡区含谷人民政府,称重点数,否,,否,正常
167462,渝北区消防救援支队,Z071258,渝北区消防救援支队-台商站点,重庆市重庆市渝北区重庆市渝北区翠屏路与龙石路交叉路口东北侧直接岗亭，别电话,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z034551,中信银行股份有限公司重庆鲁能星城支行（日配）,重庆市重庆市渝北区鲁能星城四街区12栋鲁能星城4街区12栋1-15-3,称重点数,是,30分钟,否,正常
154907,重庆市地震局,Z100029,重庆市地震局,重庆市-渝北区-金石大道300号地震局二楼食堂,称重点数,是,,否,正常
188941,重庆市渝中区文化和旅游发展委员会,Z069006,重庆市渝中区文化和旅游发展委员会,渝中区文化和旅游渝中区金汤街74号6层,称重点数,是,,否,正常
106898,中信银行股份有限公司重庆分行,Z000614,中信银行股份有限公司重庆分行（日配）,重庆市重庆市江北区中信银行股份有限公司重庆分行江北嘴西大街5号B1楼,称重点数,是,,否,正常
231052,国投健康养老服务（重庆）有限公司,Z068587,国投健康养老服务（重庆）有限公司,沙坪坝区社会福利养护中心土主镇一纵线交叉路口处,称重点数,否,30分钟,否,正常
107842,中交第三公路工程局有限公司,107842,中交第三公路工程局有限公司第四分公司,重庆市重庆市渝北区中交第三公路第四分公司渝北区黄山大道信达国际D栋2楼，中国交建食堂,称重点数,否,,否,正常
116868,重庆高新技术产业开发区管理委员会办公室,Z083971,重庆高新技术产业开发区管理委员会-煮面间,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,称重点数,是,15分钟,是,正常
116868,重庆高新技术产业开发区管理委员会办公室,Z083973,重庆高新技术产业开发区管理委员会-大锅,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,称重点数,是,15分钟,是,正常
163315,中国人民解放军陆军勤务学院,Z088279,教职工食堂,重庆市重庆市沙坪坝区勤务学院教职工食堂,称重点数,否,30分钟,是,正常
106512,重庆国际物流枢纽园区建设有限责任公司,Z084527,重庆国际物流枢纽园区-晚餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,称重点数,否,20分钟,否,正常
106512,重庆国际物流枢纽园区建设有限责任公司,Z084526,重庆国际物流枢纽园区-早餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,称重点数,否,20分钟,否,正常
106512,重庆国际物流枢纽园区建设有限责任公司,Z084528,重庆国际物流枢纽园区-员工餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,称重点数,否,20分钟,否,正常
127853,重庆市九龙坡区人民政府石坪桥街道办事处,Z048566,重庆市九龙坡区人民政府石坪桥街道办事处,重庆市重庆市九龙坡区九龙坡区人民政府,称重点数,是,,否,正常
105768,中铁一局集团铁路建设有限公司,Z048825,中铁一局-客机所,重庆市重庆市南岸区山水缘山水缘农家乐,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085095,中信银行-上清寺支行（日配）,重庆市重庆市渝中区中山三路159号11栋1-2,称重点数,是,,否,正常
160987,重庆市爆破工程建设有限责任公司,Z085598,重庆市爆破工程建设有限责任公司,重庆市重庆市江北区江北区华新村350号6层,称重点数,否,,否,正常
119659,重庆瑜煌电力设备制造有限公司,Z093834,重庆瑜煌电力设备制造有限公司-蔬菜,重庆市-北碚区-凤西路6号瑜煌电力设备制造有限公司,称重点数,否,20分钟,否,正常
106898,中信银行股份有限公司重庆分行,Z034560,中信银行-北城天街支行（日配）,重庆市重庆市江北区邦兴花园重庆市重庆市江北区江北区邦兴花园9栋二单元25-1,称重点数,是,,否,正常
106898,中信银行股份有限公司重庆分行,Z085091,中信银行-江北支行（日配）,重庆市重庆市渝北区重庆市渝北区黄泥磅皇冠自由重庆市渝北区黄泥磅皇冠自由城3栋9一4,称重点数,是,,否,正常
253913,重庆市地震局（ZX）,Z093788,重庆市地震局（ZX）,重庆市重庆市渝北区重庆市渝北区黄泥磅皇冠自由城3栋9-4,称重点数,是,,否,正常
233343,重庆创绿环境保护有限公司,Z071728,重庆创绿环境保护有限公司,重庆市-璧山区-璧城街道马家桥村6组288号创绿环境保护有限公司,称重点数,否,,否,正常
156736,中国人民解放军陆军军医大学,Z102498,江津食堂-学员,江津区支坪镇椒湾村军医大学江津校区食堂,称重点数,否,,否,正常
156736,中国人民解放军陆军军医大学,Z102487,陆军军医大学一食堂,陆军军医大学一食堂,称重点数,否,,否,正常
156736,中国人民解放军陆军军医大学,Z102489,陆军军医大学二食堂,重庆市重庆市沙坪坝区沙坪坝区陆军军医大学二食堂陆军军医大学二食堂,称重点数,否,,否,正常
107469,重庆轨道资源经营发展有限公司,Z101069,长生基地,重庆市-南岸区-东西大道北200米重庆轨道长生基地,称重点数,否,,否,正常
163315,中国人民解放军陆军勤务学院,Z088280,外训教工,重庆市重庆市沙坪坝区勤务学院外训食堂,称重点数,否,15分钟,是,正常
156736,中国人民解放军陆军军医大学,Z102497,家属区食堂,重庆市重庆市沙坪坝区瑜园家属园食堂,称重点数,否,,否,正常
107655,重庆建工第三建设有限责任公司,Z088892,重庆建工第三建设有限责任公司,重庆市重庆市渝中区重庆市渝中区菜袁路245号建工三建,称重点数,是,1小时,否,正常
236412,蓝月亮（重庆）有限公司,Z074563,蓝月亮（重庆）有限公司,蓝月亮,称重点数,否,30分钟,否,正常
111956,重庆两江新区小博士锦上华庭幼儿园,Z004454,两江小博士锦上华庭幼儿园-学生,重庆市重庆市渝北区红叶路8号17栋小博士锦上华庭幼儿园,称重点数,是,,否,正常
163315,中国人民解放军陆军勤务学院,Z090589,外训学员,重庆市重庆市沙坪坝区勤务学院外训食堂,称重点数,否,15分钟,是,正常
156736,中国人民解放军陆军军医大学,Z102493,江津食堂-基地,江津区支坪镇椒湾村军医大学江津校区食堂,称重点数,否,,否,正常
109977,重庆农村商业银行股份有限公司巴南支行,109977,重庆农村商业银行股份有限公司巴南支行,重庆市重庆市巴南区龙洲大道145号重庆农村商业银行24小时自助银行(巴南支行营业部)重庆市巴南区龙洲大道145号,称重点数,否,10分钟,否,正常
156736,中国人民解放军陆军军医大学,Z102492,江津食堂-基地化训练,江津区支坪镇椒湾村军医大学江津校区食堂,称重点数,否,,否,正常
125556,重庆复旦中学附属幼儿园,Z072010,重庆复旦中学附属幼儿园贰园-教师水果类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,称重点数,是,,是,正常
125556,重庆复旦中学附属幼儿园,Z072011,重庆复旦中学附属幼儿园贰园-教师其他类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,称重点数,是,,是,正常
104141,重庆裕同印刷包装有限公司,Z069155,重庆裕同印刷包装有限公司-新厂,重庆市重庆市渝北区重庆市渝北区裕同君和包装有限公司,称重点数,否,,否,正常
195703,中国人民解放军陆军勤务学院训练基地,Z110136,陆军勤务学院训练基地勤务连,重庆市-九龙坡区-渝州路街道渝州路79号重庆市九龙坡区渝州路街道渝州路79号,称重点数,否,15分钟,是,正常
131026,国家税务总局重庆市璧山区税务局,Z082632,国家税务总局重庆市璧山区税务局大路所,重庆市重庆市璧山区璧山区人民法院-东门,信任交接,否,,否,正常
116762,预备役联勤保障第三旅保障部,Z013216,渝南大道30号一食堂,重庆市重庆市巴南区重庆市巴南区渝南大道26号重庆丽都房地产开发有限公司，往前走20米左右,称重点数,是,,否,正常
119701,重庆市生态环境监测中心工会委员会,Z041468,重庆市生态环境监测中心,重庆市重庆市渝北区重庆市生态环境监测中心,称重点数,是,,否,正常
250630,重庆市第十八中学（本部）,Z100275,观音桥十八中一楼-二组,重庆市重庆市江北区十八中学观音桥观音桥校区食堂,称重点数,否,,否,正常
177067,重庆市沙坪坝区城市照明设施管理处,Z085722,沙照明设施管理-沙坪坝,重庆市重庆市沙坪坝区九鼎红街九鼎名都重庆市沙坪坝区九鼎红街九鼎名都,称重点数,否,,否,正常
131026,国家税务总局重庆市璧山区税务局,Z060348,国家税务总局重庆市璧山区税务局,重庆市重庆市璧山区璧山区人民法院-东门,称重点数,否,,否,正常
177067,重庆市沙坪坝区城市照明设施管理处,Z085723,沙照明设施管理-大学城,"重庆市重庆市沙坪坝区重庆市沙坪坝区 学府大道
陈家桥街道李家湾",称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z064739,中建五局—曾家路网项目,重庆市重庆市九龙坡区重庆九龙坡区金栗路一号附65号重庆市九龙坡区蝴蝶里湾湾川便利店往里走100米扶梯上二楼左转,称重点数,否,,否,正常
117454,重庆市沙坪坝区图书馆,Z015308,重庆市沙坪坝区图书馆,重庆市重庆市沙坪坝区渝碚路222-1号宏洲大厦1层沙坪坝图书馆图书馆7楼食堂,称重点数,否,,否,正常
117721,重庆保税港区港佳综合服务有限公司,Z015323,保税港港欣1号餐厅,重庆市重庆市江北区江北区远航大道88号水港综合大楼重庆市江北区远航大道88号水港综合大楼B栋308重庆保税港区港欣资产经营管理有限公司,称重点数,否,,否,正常
240109,重庆曾家岩大桥建设管理有限公司,Z102980,重庆曾家岩大桥建设管理有限公司_素菜,曾家岩大桥建设,称重点数,是,,否,正常
240109,重庆曾家岩大桥建设管理有限公司,Z102982,重庆曾家岩大桥建设管理有限公司_干副,曾家岩大桥建设,称重点数,是,,否,正常
231813,重庆市大足区气象局,Z070283,重庆市大足区气象局,重庆市重庆市大足区大足区气象局大足区南环西路100号,称重点数,否,,否,正常
187379,重庆凯源石油天然气有限责任公司北部分公司,Z064657,重庆凯源石油天然气有限责任公司北部分公司,重庆市重庆市渝北区渝北区松牌路132号渝北区松牌路132号,称重点数,否,,否,正常
107858,重庆通远航务有限责任公司,Z084019,通远航务东区干副,空管,称重点数,否,,否,正常
131513,重庆市沙坪坝区沙磁幼儿园,Z062280,沙磁幼儿园-老师,重庆市重庆市沙坪坝区国富沙磁巷B区 重庆市沙坪坝区磁器口街道沙滨路101号国富沙磁巷B区 重庆市沙坪坝区磁器口街道沙滨路101号,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z077807,中建五局—童家院子上盖项目部,重庆市重庆市渝北区渝北区金渝轻轨站金渝轻轨站1号出口往下走100米中建五局三公司,称重点数,否,,否,正常
172731,重庆万普隆能源技术有限公司,Z063682,重庆万普隆能源技术有限公司,重庆市重庆市沙坪坝区万普隆,称重点数,否,20分钟,否,正常
123528,上海浦东发展银行股份有限公司重庆分行（RP）,Z041984,上海浦东发展银行股份有限公司重庆分行,重庆市重庆市渝北区重庆市渝北区星光大道78号,称重点数,否,,否,正常
126924,万泰建设集团有限公司,Z046338,重庆万泰建设（集团）有限公司,重庆市重庆市渝北区北大资源博雅-1号楼,称重点数,是,,否,正常
238062,重庆市公路数据服务中心（双桥基地）,Z076606,重庆市公路数据服务中心（双桥基地）,重庆市重庆市大足区重庆公路数据中心,称重点数,否,,否,正常
106300,重庆六零七工程勘察设计有限公司,106300,重庆市地质矿产勘查开发局607地质队,重庆市重庆市巴南区重庆市地勘局607地质队-东门,称重点数,否,,否,正常
115508,重庆市公路数据服务中心,Z075748,人民支路64号重庆市公路数据服务中心,重庆市重庆市渝中区人民支路公路数据人民支路64号,称重点数,否,,否,正常
126720,重庆市风景园林技工学校,Z047895,园林技工学校-教师,重庆市重庆市渝中区菜袁路203号重庆市园林技工学校,称重点数,是,,否,正常
159901,中国船级社重庆分社,Z094984,中国船级社重庆分社,重庆市重庆市渝北区渝北区青枫北路1号,称重点数,否,,否,正常
159901,中国船级社重庆分社,Z094984,中国船级社重庆分社,重庆市重庆市渝北区渝北区青枫北路1号,称重点数,否,,否,正常
232319,重庆南投商业管理有限公司,Z083611,重庆数智产业园建设实业有限公司,重庆市重庆市巴南区巴南区界石镇富城路88号,称重点数,否,,否,正常
126425,重庆远香房地产开发有限公司,Z043982,重庆远香房地产开发有限公司,重庆市重庆市渝北区金通大道远洋九公子-南门,称重点数,是,,否,正常
161909,重庆市大渡口区人民政府茄子溪街道办事处,Z087346,重庆市大渡口区人民政府茄子溪街道办事处,重庆市重庆市大渡口区大渡口区茄子溪,称重点数,是,,否,正常
163182,重庆市第十八中学,Z098969,铁山坪一楼食堂-面食类,重庆市重庆市江北区十八中学铁山坪一楼食堂,称重点数,否,,否,正常
163315,中国人民解放军陆军勤务学院,Z088273,勤务学院六食堂,重庆市重庆市沙坪坝区勤务学院六食堂,称重点数,否,30分钟,是,正常
243843,重庆市地质矿产勘查开发集团检验检测有限公司,Z110079,地质勘察——午餐,重庆市-北碚区-同德路12号,称重点数,否,,否,正常
163315,中国人民解放军陆军勤务学院,Z088270,勤务学院五食堂,重庆市重庆市沙坪坝区陆军勤务学院加工中心,称重点数,否,30分钟,是,正常
150789,中建八局第二建设有限公司,Z078271,中建八局第二建设有限公司,江北区南桥寺康和园江北区南桥寺康和园南桥寺康和园2号18-4,称重点数,是,,否,正常
113643,重庆君合酒店管理有限公司,Z007482,考试中心（西南基地水果）,东环路5号10栋,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007484,考试中心（西南基地干副）,东环路5号10栋,称重点数,否,,是,正常
113643,重庆君合酒店管理有限公司,Z007480,考试中心（西南基地菜）,东环路5号10栋,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007482,考试中心（西南基地水果）,东环路5号10栋,称重点数,否,,否,正常
160519,重庆市第一中学校,Z100160,重庆一中二食堂-小卖部,重庆市沙坪坝区汉渝路15号,称重点数,否,,否,正常
191667,重庆市巴渝学校,Z096167,重庆市巴渝学校,重庆市重庆市大渡口区巴渝学校大渡口区双山路256号,称重点数,否,,否,正常
120640,重庆两江新区金山名都天宝乐幼儿园,Z093086,重庆两江新区金山名都天宝乐幼儿园1-教师,重庆市重庆市渝北区重庆市渝北区金山街道龙荣路60号天宝乐幼儿园,称重点数,否,,否,正常
105085,成都支成食品有限责任公司（重庆）,Z035562,烤匠光环购物中心,鸳鸯街道湖彩路118号L5层A-L5-28,信任交接,是,,否,正常
