销售订单,计划发货日期,子客户编码,子客户名称,子客户地址,经纬度,经纬度1,地址code
OM25062800000554,2025-06-30,Z046615,重庆市渝北区北城书画艺术学校,重庆市重庆市渝北区金豆子幼稚园-南门,29.595375,106.51144,7346
OM25062800000599,2025-06-30,Z041908,重庆市北碚区人民法院,重庆市重庆市北碚区重庆市北碚区人民法院,29.804513,106.417592,20947
OM25062800000621,2025-06-30,Z085081,中信银行-金渝支行（日配）,重庆市重庆市渝北区金渝支行时代中心1号中信银行金渝支行时代中心1号门3栋6-3,29.658287,106.532388,44160
OM25062800000677,2025-06-30,Z093688,重庆市九龙坡区人民政府二郎街道办事处,重庆市重庆市九龙坡区二郎街道办事处二郎街道办事处食堂,29.510073,106.455966,50205
OM25062800000688,2025-06-30,Z006476,华能-9楼,土星B1栋9楼,29.624322,106.515487,56097
OM25062800000711,2025-06-30,Z006208,华能国际电力股份有限公司重庆分公司,重庆市重庆市渝北区星光五路8号（C3座）三楼,29.624592,106.517691,16742
OM25062800000907,2025-06-30,Z103491,重庆市渝北区道路运输事务中心工会委员会,重庆市-渝北区-高岩路112号重庆市渝北区高岩路112号,29.698856,106.619487,56937
OM25062800001049,2025-06-30,Z100128,重庆青凤科技发展有限公司,重庆市-沙坪坝区-凤集路与海博大道交口西北侧重庆市沙坪坝区凤集路与海博大道交叉口西北方向181米,29.715338,106.33835,54897
OM25062800001089,2025-06-30,Z063806,中机中联-中机建筑大厦,重庆市重庆市九龙坡区石桥铺中机建设科技大厦九龙坡长新路,29.548044,106.498158,25953
OM25062800001545,2025-06-30,Z046615,重庆市渝北区北城书画艺术学校,重庆市重庆市渝北区金豆子幼稚园-南门,29.595375,106.51144,7346
OM25062800001557,2025-06-30,Z100361,复兴法庭,重庆市-北碚区-兴平路与悦复大道交叉路口往东北约120米,29.793809,106.560036,55131
OM25062800001623,2025-06-30,Z011654,重庆市公安局沙坪坝区分局交通巡逻警察支队勤务五大队,重庆市重庆市沙坪坝区重庆市沙坪坝区西永大道,29.605,106.341044,34917
OM25062800001768,2025-06-30,Z058706,重庆中法供水-梁沱食堂,重庆市江北区宏帆路,29.59934,106.469056,58375
OM25062800001772,2025-06-30,Z059237,重庆中法供水-松树桥食堂,重庆市渝北区松石大道100号,29.588904,106.50817,58376
OM25062800001774,2025-06-30,Z058705,重庆中法供水-悦来食堂,重庆市渝北区富悦街,29.741987,106.545289,55165
OM25062800001781,2025-06-30,Z084092,渝北三号桥食堂,水气大楼3楼员工食堂,29.713308,106.632519,55099
OM25062800001886,2025-06-30,Z080914,农商行两江分行-奶制品,重庆市重庆市渝北区农村商业银行两江分行重庆市渝北区金童路重庆农村商业银行（两江分行）,29.645788,106.57406,684
OM25062800001921,2025-06-30,Z018307,重庆凯源石油天然气有限责任公司巴南分公司,巨星花园-停车场,29.467279,106.527229,57248
OM25062800001926,2025-06-30,Z018307,重庆凯源石油天然气有限责任公司巴南分公司,巨星花园-停车场,29.467279,106.527229,57248
OM25062800001967,2025-06-30,Z093833,重庆瑜煌电力设备制造有限公司-干副,重庆市-北碚区-凤西路6号瑜煌电力设备制造有限公司,29.771363,106.481465,58094
OM25062800001982,2025-06-30,Z078988,高金实业-一楼食堂,重庆市重庆市渝北区重庆市经济技术开发区北区云卉路1,29.692734,106.575573,526
OM25062800002202,2025-06-30,Z102494,幼儿园食堂,重庆市重庆市沙坪坝区陆军军医大学直幼儿园食堂,29.548087,106.454977,46901
OM25062800002222,2025-06-30,Z010537,重庆中机中联工程有限公司,重庆市重庆市九龙坡区渝州路17号A座中机中联工程有限公司车库二楼食堂门口,29.538306,106.489784,16212
OM25062800002520,2025-06-30,Z099019,沙环卫-环卫处食堂,重庆市沙坪坝区环境卫生管理处重庆市沙坪坝区环境卫生管理处,29.554766,106.479904,59032
OM25062800002662,2025-06-30,109977,重庆农村商业银行股份有限公司巴南支行,重庆市重庆市巴南区龙洲大道145号重庆农村商业银行24小时自助银行(巴南支行营业部)重庆市巴南区龙洲大道145号,29.415566,106.544137,23705
OM25062800002683,2025-06-30,Z033354,重庆铁路投资集团有限公司,重庆市重庆市江北区重庆铁路投资集团有限公司p1层,29.57739,106.575235,23895
OM25062800002705,2025-06-30,Z100362,柳荫法庭,重庆市-北碚区-柳江街126号,29.958465,106.611387,55133
OM25062800002721,2025-06-30,Z060348,国家税务总局重庆市璧山区税务局,重庆市重庆市璧山区璧山区人民法院-东门,29.586376,106.238898,1206
OM25062800002729,2025-06-30,Z060348,国家税务总局重庆市璧山区税务局,重庆市重庆市璧山区璧山区人民法院-东门,29.586376,106.238898,1206
OM25062800003188,2025-06-30,Z085598,重庆市爆破工程建设有限责任公司,重庆市重庆市江北区江北区华新村350号6层,29.575092,106.538333,44428
OM25062800003220,2025-06-30,Z010537,重庆中机中联工程有限公司,重庆市重庆市九龙坡区渝州路17号A座中机中联工程有限公司车库二楼食堂门口,29.538306,106.489784,16212
OM25062800003739,2025-06-30,Z113014,招商万桥（重庆）科技有限公司,重庆市重庆市南岸区万桥重庆市南岸区江龙路16号b区,29.535359,106.69207,30764
OM25062800003818,2025-06-30,Z047895,园林技工学校-教师,重庆市重庆市渝中区菜袁路203号重庆市园林技工学校,29.539833,106.529903,15623
OM25062800004147,2025-06-30,Z076436,重庆市巴南区理想城幼儿园,重庆市重庆市巴南区理想城幼儿园,29.434222,106.528709,49789
OM25062800004215,2025-06-30,105965,重庆两江新区丹鹤幼儿园,重庆市重庆市渝北区重庆市渝北区鸳鸯路157,29.670023,106.559716,46159
OM25062800004446,2025-06-30,Z085413,电信老机关食堂,"重庆市重庆市渝中区重庆市渝中区大坪正街51号电信大院
重庆市渝中区大坪正街51号电信大院",29.545507,106.520534,44325
OM25062800004469,2025-06-30,Z092813,重庆浩航船务有限公司,重庆市重庆市江北区浩航江北区金源路7号B区24楼,29.565588,106.533997,49520
OM25062800004609,2025-06-30,Z075634,重庆市沙坪坝区教师进修学院,重庆市重庆市沙坪坝区沙坪坝区教师进修学院,29.5642,106.475918,34422
OM25062800004682,2025-06-30,Z042628,重庆复旦中学附属幼儿园-学生其他类,重庆市重庆市渝中区渝中区较场口81号1幢重庆市渝中区较场口81号1幢,29.560892,106.583453,34556
OM25062800004777,2025-06-30,Z094604,大石堡幼儿园-教师,重庆市重庆市九龙坡区西彭镇铝城正街2号铝都实验幼儿园(大石堡分园),29.309595,106.333469,16225
OM25062800004938,2025-06-30,Z098967,铁山坪三楼食堂-调味品类,十八中学铁山坪铁山坪校区二楼,29.624552,106.682204,55023
OM25062800004945,2025-06-30,Z098965,铁山坪二楼食堂-调味品类,十八中学铁山坪铁山坪校区二楼,29.624552,106.682204,55023
OM25062800005125,2025-06-30,Z085090,中信银行-冉家坝支行（日配）,重庆市重庆市渝北区龙山路303号渝安龙都3栋19-2,29.594106,106.500604,18813
OM25062800005133,2025-06-30,105024,重庆两江新区中医院,重庆市重庆市渝北区两江新区中医院渝北区楠竹路3号,29.62849,106.484789,43160
OM25062800005141,2025-06-30,Z093374,理想城幼儿园-教师,重庆市重庆市巴南区理想城幼儿园,29.434222,106.528709,49789
OM25062800005153,2025-06-30,Z076436,重庆市巴南区理想城幼儿园,重庆市重庆市巴南区理想城幼儿园,29.434222,106.528709,49789
OM25062800005235,2025-06-30,105956,重庆两江新区启星幼儿园,重庆市重庆市渝北区重庆市渝北区鸳鸯路159-、161号,29.670285,106.559528,46252
OM25062800005250,2025-06-30,Z002868,中国人民解放军重庆市九龙坡区武装部（市区指挥中心）,杨家坪杨渡新村13幢人倵宾馆,29.504375,106.518865,57022
OM25062800005306,2025-06-30,Z041074,川仪自动化股份-办公室,重庆市重庆市渝北区黄山大道川仪,29.620207,106.499266,24835
OM25062800005374,2025-06-30,Z091160,快乐食间-老重大,重庆市重庆市沙坪坝区重庆大学B区,29.573581,106.465902,48390
OM25062800005656,2025-06-30,Z072015,重庆复旦中学附属幼儿园贰园-学生其他类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062800005685,2025-06-30,Z099020,沙环卫-转运科,"重庆市重庆市沙坪坝区重庆市沙坪坝区凤天大道147号,立宇汽修厂右上方大门处重庆市沙坪坝区凤天大道147号,立宇汽修厂右上方大门处",29.532614,106.461372,46126
OM25062800005769,2025-06-30,Z035134,重庆两江新区爱德蒙幼儿园-学生,湖云路12号爱德蒙幼儿园,29.661082,106.583517,58883
OM25062800005862,2025-06-30,Z047140,重庆中国三峡博物馆-大礼堂,重庆市重庆市渝中区重庆中国三峡博物馆渝中区人民路236号,29.568347,106.556882,23844
OM25062800005880,2025-06-30,Z098963,铁山坪二楼食堂-面食,重庆市重庆市江北区十八中学铁山坪二楼食堂,29.624552,106.682204,54087
OM25062800005892,2025-06-30,Z103637,重庆市九龙坡区金凤镇人民政府,重庆市-九龙坡区-凤苑路14号附3号1至3层,29.525253,106.324981,57066
OM25062900000226,2025-06-30,Z100274,十八中观音桥面食-一楼三组,重庆市重庆市江北区十八中学观音桥观音桥校区食堂,29.581026,106.548222,54076
OM25062900000231,2025-06-30,Z103347,重庆市北碚区规划和自然资源局,重庆市-北碚区-卢作孚路555号,29.803608,106.408096,56835
OM25062900000261,2025-06-30,Z093263,重庆建工第十二建设有限责任公司,重庆市重庆市渝北区渝北区新牌坊龙珠花园瑞泰口腔楼上,29.605993,106.520058,49938
OM25062900000305,2025-06-30,Z033012,川仪自动化股份-蔡家园区单位食堂,重庆市重庆市北碚区重庆川仪调节阀有限公司,29.754229,106.484414,16452
OM25062900000322,2025-06-30,Z033012,川仪自动化股份-蔡家园区单位食堂,重庆市重庆市北碚区重庆川仪调节阀有限公司,29.754229,106.484414,16452
OM25062900000330,2025-06-30,Z033011,川仪自动化股份-北环园区单位食堂,重庆市重庆市渝北区重庆川仪自动化股份有限公司黄山大道,29.620278,106.499084,24769
OM25062900000339,2025-06-30,Z084476,高新区自来水-西所食堂,重庆市重庆市九龙坡区青竹路,29.5216,106.351461,43811
OM25062900000353,2025-06-30,Z094915,重庆中兴软件有限责任公司,重庆市重庆市渝北区渝北区星光五路3号2期1楼员工食堂,29.625885,106.518746,51164
OM25062900000356,2025-06-30,Z094915,重庆中兴软件有限责任公司,重庆市重庆市渝北区渝北区星光五路3号2期1楼员工食堂,29.625885,106.518746,51164
OM25062900000357,2025-06-30,Z039238,中国人民武装警察部队重庆市总队机关服务中心,龙山路66号武警总队（大龙山66号，大龙山2A出口前方100米）,29.596163,106.506101,55764
OM25062900000358,2025-06-30,Z094915,重庆中兴软件有限责任公司,重庆市重庆市渝北区渝北区星光五路3号2期1楼员工食堂,29.625885,106.518746,51164
OM25062900000362,2025-06-30,Z094915,重庆中兴软件有限责任公司,重庆市重庆市渝北区渝北区星光五路3号2期1楼员工食堂,29.625885,106.518746,51164
OM25062900000364,2025-06-30,Z094915,重庆中兴软件有限责任公司,重庆市重庆市渝北区渝北区星光五路3号2期1楼员工食堂,29.625885,106.518746,51164
OM25062900000365,2025-06-30,Z076721,重庆市綦江区益恒环保科技有限公司,重庆市重庆市綦江区 重庆市綦江区新盛街道德胜村5组178号厨余垃圾处理中心重庆市綦江区新盛街道德胜村5组,29.089485,106.648847,35021
OM25062900000373,2025-06-30,Z092480,高新区自来水-西彭,重庆市重庆市九龙坡区九龙坡区西彭镇森迪大道96号,29.332745,106.303766,50827
OM25062900000376,2025-06-30,Z009368,重庆两江新区上林幼儿园-老师,重庆市重庆市渝北区金童路251号奥林匹克花园10期23栋上林幼儿园导航直接导融创御锦停车库。从车库1号入口进入，往15栋方向走车位B048，旁边小门进,29.639156,106.564655,24902
OM25062900000377,2025-06-30,Z101157,重庆市地质矿产勘查开发局107地质队,重庆市-渝北区-腾芳大道6号,29.711383,106.611483,55521
OM25062900000388,2025-06-30,Z039238,中国人民武装警察部队重庆市总队机关服务中心,龙山路66号武警总队（大龙山66号，大龙山2A出口前方100米）,29.596163,106.506101,55764
OM25062900000465,2025-06-30,Z100941,二号线白居寺车辆段,重庆市-大渡口区张家湾轨道二号线白居寺车辆段,29.397201,106.441199,55601
OM25062900000472,2025-06-30,Z014624,重庆市沙坪坝区档案馆,重庆市重庆市沙坪坝区档案馆,29.546603,106.453437,15872
OM25062900000473,2025-06-30,Z069006,重庆市渝中区文化和旅游发展委员会,渝中区文化和旅游渝中区金汤街74号6层,29.560096,106.573154,57063
OM25062900000479,2025-06-30,Z100302,重庆高速资产经营管理有限公司石油销售分公司,重庆市-渝北区-龙脊路248号3号楼3楼重庆市渝北区龙脊路248号3号楼6-2,29.585424,106.501284,55100
OM25062900000484,2025-06-30,Z016899,中铁建生态环境有限公司-早餐,中铁建生态环境有限公司,29.80278,106.402117,55036
OM25062900000508,2025-06-30,Z099435,观音桥校区师生食堂,重庆市重庆市江北区十八中学观音桥观音桥校区食堂,29.581026,106.548222,54076
OM25062900000521,2025-06-30,Z099626,太极涵菡渝北分公司-二楼外卖,重庆市重庆市渝北区康美街道⼤⽵林恒⼭东路18号（一楼）太极集团新办公楼,29.63761,106.491675,25100
OM25062900000524,2025-06-30,Z098785,太极涵菡渝北分公司-二楼特色餐,重庆市重庆市渝北区康美街道⼤⽵林恒⼭东路18号（一楼）太极集团新办公楼,29.63761,106.491675,25100
OM25062900000535,2025-06-30,Z010725,太极涵菡渝北分公司-一楼,重庆市重庆市渝北区康美街道⼤⽵林恒⼭东路18号（一楼）太极集团新办公楼,29.63761,106.491675,25100
OM25062900000540,2025-06-30,Z097699,太极涵菡渝北分公司-二楼早餐,重庆市重庆市渝北区康美街道⼤⽵林恒⼭东路18号（一楼）太极集团新办公楼,29.63761,106.491675,25100
OM25062900000542,2025-06-30,Z100529,两路口基地,新干线大厦B座新干线大厦B座4楼,29.559583,106.554929,55213
OM25062900000580,2025-06-30,Z110078,地质勘察——早餐,重庆市-北碚区-同德路12号,29.76077,106.47412,57408
OM25062900000791,2025-06-30,Z044332,重庆金融街融迈置业有限公司,重庆市重庆市江北区建新东路88号金融街融景中心负一楼食堂重庆市江北区建新东路88号金融街融景中心负一楼食堂,29.583119,106.563338,23721
OM25062900000881,2025-06-30,Z085099,中信银行-九龙坡支行（日配）,重庆市重庆市九龙坡区西郊路17号四季花园1栋九龙坡区西郊路17号四季花园1栋4-3,29.511616,106.520194,46344
OM25062900000937,2025-06-30,Z076046,中国人民解放军海军装备部驻广州地区军事代表局驻重庆地区第一军事代表室,重庆市重庆市渝中区渝中区长江二路157-7号附近渝中区长江二路157-7号附近,29.540642,106.522804,34633
OM25062900000949,2025-06-30,Z102250,重庆市渝中区机关事务服务中心（奶BF）,重庆市-渝中区-和平路管家巷9号,29.558923,106.575354,54979
OM25062900000968,2025-06-30,Z055073,重庆市沙坪坝区回龙坝镇人民政府,重庆市重庆市沙坪坝区回龙北街21号,29.710435,106.389452,15908
OM25062900000975,2025-06-30,Z074101,两江物业—职能中心食堂,重庆市重庆市渝北区渝北区御园路92号东北方向180米,29.693393,106.820019,46273
OM25062900000985,2025-06-30,Z084092,渝北三号桥食堂,水气大楼3楼员工食堂,29.713308,106.632519,55099
OM25062900000991,2025-06-30,Z059237,重庆中法供水-松树桥食堂,重庆市渝北区松石大道100号,29.588904,106.50817,58376
OM25062900000994,2025-06-30,Z044332,重庆金融街融迈置业有限公司,重庆市重庆市江北区建新东路88号金融街融景中心负一楼食堂重庆市江北区建新东路88号金融街融景中心负一楼食堂,29.583119,106.563338,23721
OM25062900000995,2025-06-30,Z093498,重庆市九龙坡区鹅公岩小学校-早餐,鹅公岩小学鹅公岩小学,29.529111,106.529894,55708
OM25062900001003,2025-06-30,Z062283,金沙幼儿园-学生,重庆市重庆市沙坪坝区重庆市沙坪坝区沙滨路财信·沙滨城市A区13栋 重庆市沙坪坝区沙滨路财信·沙滨城市A区13栋,29.56205,106.486467,23064
OM25062900001068,2025-06-30,105715,重庆建工桥梁工程有限责任公司,重庆市重庆市南岸区重庆市南岸区重庆建工桥梁技术中心(南城大道),29.52993,106.576253,23715
OM25062900001208,2025-06-30,Z007473,考试中心（应急管理局干副）,重庆市重庆市渝北区重庆市应急管理局应急局,29.62111,106.506619,35355
OM25062900001212,2025-06-30,Z119272,中国人民解放军陆军第九五三医院,重庆市-江津区-光明路江津区支坪镇,29.246407,106.396359,58816
OM25062900001261,2025-06-30,Z064756,重庆市公安局特勤局,重庆市渝北区新南路一号重庆市渝北区新南路1号,29.606843,106.519062,58337
OM25062900001268,2025-06-30,Z102501,招待所食堂,重庆市重庆市沙坪坝区瑜园瑜园大门左手边，不进大门，招待所食堂,29.542762,106.454114,46904
OM25062900001309,2025-06-30,Z064756,重庆市公安局特勤局,重庆市渝北区新南路一号重庆市渝北区新南路1号,29.606843,106.519062,58337
OM25062900001323,2025-06-30,Z064756,重庆市公安局特勤局,重庆市渝北区新南路一号重庆市渝北区新南路1号,29.606843,106.519062,58337
OM25062900001340,2025-06-30,Z033011,川仪自动化股份-北环园区单位食堂,重庆市重庆市渝北区重庆川仪自动化股份有限公司黄山大道,29.620278,106.499084,24769
OM25062900001341,2025-06-30,Z084475,高新区自来水-大学城食堂,重庆市重庆市沙坪坝区西永大道199号,29.603472,106.338853,43812
OM25062900001362,2025-06-30,Z009298,重庆两江新区上林幼儿园-学生,重庆市重庆市渝北区金童路251号奥林匹克花园10期23栋上林幼儿园导航直接导融创御锦停车库。从车库1号入口进入，往15栋方向走车位B048，旁边小门进,29.639156,106.564655,24902
OM25062900001452,2025-06-30,Z011688,重庆同兴医疗废物处理有限公司,重庆市重庆市北碚区田坝子村重庆同兴医疗废物处理公司,29.677463,106.440827,6138
OM25062900001504,2025-06-30,Z060302,重庆市九龙坡区公路事务中心,重庆市重庆市九龙坡区高农村11组40号,29.407871,106.381747,16138
OM25062900001570,2025-06-30,Z072499,中建五局—观音桥项目,重庆市重庆市江北区俊豪名居21-7,29.58118,106.535406,35563
OM25062900001591,2025-06-30,Z102504,虎溪校区--内训,重庆市-沙坪坝区-大学城南路富力城时光里对面陆军虎溪校区,29.605097,106.330443,55876
OM25062900001777,2025-06-30,Z044332,重庆金融街融迈置业有限公司,重庆市重庆市江北区建新东路88号金融街融景中心负一楼食堂重庆市江北区建新东路88号金融街融景中心负一楼食堂,29.583119,106.563338,23721
OM25062900001778,2025-06-30,Z044332,重庆金融街融迈置业有限公司,重庆市重庆市江北区建新东路88号金融街融景中心负一楼食堂重庆市江北区建新东路88号金融街融景中心负一楼食堂,29.583119,106.563338,23721
OM25062900001855,2025-06-30,Z085728,重庆市沙坪坝区公共停车管理处,重庆市重庆市沙坪坝区沙坪坝区沙杨路3重庆市沙坪坝区沙南停车场2单元5,29.567755,106.469852,44527
OM25062900001861,2025-06-30,Z071228,渝北区消防救援支队-空港新城站点,重庆市重庆市渝北区重庆市渝北区仙桃街道顺义路217号空港新城消防站点,29.715429,106.605248,33157
OM25062900001891,2025-06-30,Z034552,中信银行-渝北支行（日配）,重庆市重庆市渝北区好莱坞8栋2-1,29.712397,106.613147,50990
OM25062900001908,2025-06-30,Z091288,招商智翔道路科技（重庆）有限公司,重庆市重庆市南岸区重庆市南岸区X241(长电路),29.479177,106.644376,49788
OM25062900001918,2025-06-30,Z119201,中国人民解放军联勤保障部队第九〇四医院,重庆市-江津区-光明路江津区支坪镇,29.246407,106.396359,58789
OM25062900001936,2025-06-30,Z041818,金融街重庆裕隆实业有限公司,重庆市重庆市沙坪坝区磁器口横街167号附3号（磁器口后街游客服务中心）二期车库入口沙坪坝区磁器口横街167号附3号二期车库入口,29.585594,106.454312,23720
OM25062900001938,2025-06-30,Z024312,重庆市南岸区市场监督管理局（日配）,重庆市重庆市南岸区南岸区市场监督管理局,29.527648,106.573013,28002
OM25062900001939,2025-06-30,Z073005,依星酒店-客餐,重庆市重庆市渝北区渝北区舟济路,29.724688,106.617365,32693
OM25062900001944,2025-06-30,Z088295,重庆市南岸区贝立方幼儿园,重庆市重庆市南岸区重庆南岸区贝立方幼儿园重庆南岸茶园新区水云路城南家园八组团贝立方幼儿园,29.518215,106.653274,46533
OM25062900001946,2025-06-30,Z100202,重庆市渝中区机关事务服务中心（奶）,重庆市-渝中区-和平路管家巷9号,29.558923,106.575354,54979
OM25062900001958,2025-06-30,Z083869,悦来食堂,重庆市重庆市渝北区中法供水后保安亭,29.742892,106.546076,54265
OM25062900001987,2025-06-30,Z047141,重庆中国三峡博物馆-丹回路,重庆市重庆市南岸区丹回路1号,29.517229,106.556809,23847
OM25062900001997,2025-06-30,Z092498,252513-永川站点,重庆市重庆市永川区重庆市永川区双石镇大涧口大向餐馆重庆市永川区双石镇大涧口八矛田村88号山下,29.394878,105.809037,49333
OM25062900002009,2025-06-30,Z101550,重庆市渝北区启诚巴蜀小学_2,重庆市重庆市渝北区启诚巴蜀小学重庆市渝北区悦城路53-29号启诚巴蜀小学西门,29.718163,106.557964,23688
OM25062900002011,2025-06-30,Z014005,重庆九龙坡区铝都实验幼儿园,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,29.306186,106.335525,5917
OM25062900002041,2025-06-30,Z085085,中信银行--观音桥支行（日配）,重庆市重庆市江北区重庆市江北区李家坪立交,29.571562,106.526012,47852
OM25062900002046,2025-06-30,Z004453,两江天宫殿嘉欣幼儿园-学生,重庆市重庆市渝北区天宫殿派出所东湖张15308395462(每周交替),29.609917,106.550159,35938
OM25062900002051,2025-06-30,111960,两江天宫殿嘉欣幼儿园-老师,重庆市重庆市渝北区天宫殿派出所东湖张15308395462(每周交替),29.609917,106.550159,35938
OM25062900002055,2025-06-30,Z103491,重庆市渝北区道路运输事务中心工会委员会,重庆市-渝北区-高岩路112号重庆市渝北区高岩路112号,29.698856,106.619487,56937
OM25062900002067,2025-06-30,Z004452,两江人和嘉欣幼儿园-学生,重庆市重庆市渝北区人和加新花园1区,29.627245,106.534572,6247
OM25062900002071,2025-06-30,111942,两江人和嘉欣幼儿园-老师,重庆市重庆市渝北区人和加新花园1区,29.627245,106.534572,6247
OM25062900002077,2025-06-30,Z085097,中信银行-大坪支行（日配）,重庆市重庆市渝中区龙湖大时代23号楼11-1龙湖大时代23号楼11-1,29.540617,106.521073,44165
OM25062900002098,2025-06-30,107058,厦门银行股份有限公司重庆分行,重庆市重庆市江北区重庆市江北区金沙门路,29.577264,106.575313,33593
OM25062900002118,2025-06-30,Z068674,重庆两江新区华师中旭学校,重庆市重庆市渝北区重庆市渝北区两江新区嵩山北路702号华师重庆市-渝北区-两江新区嵩山北路,29.649728,106.494806,29658
OM25062900002119,2025-06-30,Z025311,重庆熙街购物中心管理有限公司,重庆市重庆市沙坪坝区美丽熙街-28号楼,29.608528,106.30965,7549
OM25062900002164,2025-06-30,Z035063,重庆市港航海事事务中心,重庆市重庆市江北区重庆市港航管理局19楼,29.590116,106.532812,15765
OM25062900002172,2025-06-30,Z035063,重庆市港航海事事务中心,重庆市重庆市江北区重庆市港航管理局19楼,29.590116,106.532812,15765
OM25062900002201,2025-06-30,Z102491,虎溪校区外训,重庆市重庆市沙坪坝区富力城时光里小区对面陆军军医大学虎溪校区食堂,29.605942,106.328098,46902
OM25062900002253,2025-06-30,108824,中建五局第三建设有限公司重庆分公司,重庆市重庆市渝北区渝北区新南路451号重庆市渝北区新南路451号 祈年 悦城2楼,29.606218,106.50355,23577
OM25062900002258,2025-06-30,Z069464,国投健康养老服务（重庆）有限公司-水果,沙坪坝区社会福利养护中心土主镇一纵线交叉路口处,29.641469,106.375095,55965
OM25062900002262,2025-06-30,Z066472,重庆中容石化机械制造有限公司,重庆市重庆市沙坪坝区中容石化沙坪坝区井盛路11号办公室201门口,29.660458,106.455459,54216
OM25062900002264,2025-06-30,Z016899,中铁建生态环境有限公司-早餐,中铁建生态环境有限公司,29.80278,106.402117,55036
OM25062900002287,2025-06-30,Z083974,重庆高新技术产业开发区管理委员会-白案,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,29.518986,106.342437,43373
OM25062900002292,2025-06-30,Z105087,重庆市正源水务工程质量检测有限责任公司,重庆市-北碚区-联东U谷A区10号楼中交长江建设水利水电工程检测中心,29.827536,106.540485,57426
OM25062900002293,2025-06-30,Z071577,中国共产党重庆市巴南区委员会党校,巴南区花溪街道红光大道15号中共巴南区党校,29.45729,106.555913,55551
OM25062900002295,2025-06-30,Z083975,重庆高新技术产业开发区管理委员会-凉菜,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,29.518986,106.342437,43373
OM25062900002305,2025-06-30,Z119161,陆军第八十一集团军医院,重庆市-江津区江津区支坪镇椒湾村,29.270314,106.387972,58826
OM25062900002307,2025-06-30,Z024032,重庆市江北区人力资源和社会保障局,重庆市重庆市江北区重庆市江北区观音桥商圈建新东路9号,29.579964,106.54306,35789
OM25062900002311,2025-06-30,Z083972,重庆高新技术产业开发区管理委员会-小锅,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,29.518986,106.342437,43373
OM25062900002322,2025-06-30,Z086817,重庆市渝中区城市管理综合行政执法支队,重庆市重庆市渝中区和平路187号二楼,29.559868,106.575754,45412
OM25062900002360,2025-06-30,Z092499,252572-科园五路,重庆市重庆市九龙坡区九龙坡区科园五路27号,29.535626,106.501673,49371
OM25062900002363,2025-06-30,Z048599,中铁一局-新拌合站（东站）,重庆市重庆市南岸区方林苑休闲度假村拌合站食堂,29.502553,106.684044,26774
OM25062900002388,2025-06-30,Z089267,教职工食堂2,重庆市重庆市沙坪坝区勤务学院教职工食堂,29.635466,106.324651,46456
OM25062900002397,2025-06-30,Z014415,重庆市食品药品检验检测研究院-白案,重庆市重庆市渝北区春兰二路1号,29.624062,106.521924,19808
OM25062900002399,2025-06-30,Z084372,重庆市沙坪坝区养老服务中心（重庆市沙坪坝区福利院）,重庆市重庆市沙坪坝区重庆市重庆市沙坪坝区沙坪坝区高滩岩正街93号,29.538004,106.45324,45771
OM25062900002400,2025-06-30,Z084529,重庆国际物流枢纽园区-领导餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,29.641279,106.39973,43836
OM25062900002406,2025-06-30,Z088278,招待所餐厅,重庆市重庆市沙坪坝区勤务学院招待所,29.635466,106.324651,46455
OM25062900002438,2025-06-30,Z014407,重庆市食品药品检验检测研究院-红案,重庆市重庆市渝北区春兰二路1号,29.624062,106.521924,19808
OM25062900002442,2025-06-30,Z101156,重庆建工第三建设有限责任公司高新建材分公司,重庆市-綦江区-金福大道42号,28.973976,106.694554,55677
OM25062900002507,2025-06-30,200351,耐德-龙兴,重庆市重庆市渝北区耐德龙兴重庆是渝北区龙兴堡云路5号,29.681089,106.772502,25275
OM25062900002518,2025-06-30,Z085070,中信银行-巴南支行（日配）,巴南区水利局巴南区中信银行(重庆巴南支行)巴南区水利局家属楼21-1,29.384211,106.533595,54644
OM25062900002528,2025-06-30,Z102495,陆军军医大学三食堂-大灶,陆军军医大学三食堂,29.540749,106.458697,56127
OM25062900002536,2025-06-30,Z093929,重庆市渝北区救助管理站,重庆市重庆市渝北区翠屏路39号车进大门后坐电梯到负一楼交货,29.676689,106.626249,50438
OM25062900002546,2025-06-30,Z102530,陆军军医大学三食堂-冒菜,陆军军医大学三食堂,29.540749,106.458697,56127
OM25062900002560,2025-06-30,Z062321,两江小博士幼儿园-保亿丽景分园,重庆市重庆市北碚区重庆市北碚区嘉运大道,29.725997,106.470313,49007
OM25062900002562,2025-06-30,Z062321,两江小博士幼儿园-保亿丽景分园,重庆市重庆市北碚区重庆市北碚区嘉运大道,29.725997,106.470313,49007
OM25062900002569,2025-06-30,Z089385,重庆市渝北区科学技术协会,重庆市重庆市渝北区渝北区广电大楼渝北区广电大楼4F,29.719035,106.634226,47206
